,Unnamed: 0,Title,Company,Location,Link,Review,Salary,job description
82,82,Project Engineer,TAS Technical Consulting,"Schaumburg, IL 60193",https://www.indeed.com/company/TAS-Technical-Consulting/jobs/Project-Engineer-cf8918517c4bd9b0?fccid=cf322eb3fea49388&vjs=3,None,"$50,000 - $120,000 a year","Position / Role
TAS Technical Consulting (TAS) is seeking to hire a Project Engineer (Mechanical Engineering degree/background) and ~5+ years industry experience. Representative responsibilities include:
Manage a portfolio of client projects (typically asset focused engagements to install, repair, redesign, expand, or remove mechanical systems and related infrastructure).
Scope project deliverables per client requirements and operational / site constraints.
Participate in field assessments and site reviews to identify potential engineering solutions and make recommendations for a preferred course of action.
Develop Statements of Work and related Work Breakdown Structures for project deliverables to identify required tasks and assigned accountabilities.
Complete/oversee design engineering (drawings, analysis, calculations, bill of materials) and related contract deliverables which are responsive to client expectations and needs.
Review project design packages to ensure compliance with engineering principles, applicable codes, recommended work practices and industry standards.
Resolve technical challenges and identify opportunities for doing things better and more cost effectively, while ensuring technical, operability, maintainability, reliability, and safety parameters are attained.
Coordinate and provide technical support for permit, agency, and third-party approvals.
Liaise externally with client, contractors, equipment vendors, service providers, utilities, and permitting agencies to progress projects from inception to start-up / completion.
Evaluate prospective vendors and contractors, including writing Bid Instructions, hosting Bid Events, responding to RFP questions and preparing Bid Tab recommendations.
Prepare Project Schedules and proactively manage Critical Path items.
Prepare Project Execution Plans and coordinate Resource Loading with contractors.
Develop Total Installed Cost Estimates / provide Value Engineering recommendations.
Evaluate Risk Factors and prepare Risk Registers / Risk Mitigation Plans.
Support TAS’s leadership in managing business development and client relationships.
Mentor and develop entry-level engineering professionals on the TAS team.
Qualifications
Bachelor of Science – Engineering (Mechanical preferred)
Professional Engineer license (optional, preferred)
Master’s Degree and/or Project Management expertise / credential (optional)
Working mastery of CAD and specialized mechanical design / modeling software
Track record of success (e.g., academic performance, design, industry experience)
Proficiency with Microsoft Office suite (Excel, PowerPoint, Word) and MS Project
Key Success Factors
Self-starter, with work schedule flexibility to meet commitment deadlines
Team player, collaborative, motivated by collective success
Command of engineering principles across disciplines (mechanical, electrical, civil)
Adept at project management (estimating, scheduling, task progression, risk mitigation)
Analytical focus, with strong attention to detail and task follow through
Internally driven, with bandwidth to prioritize and manage multiple projects
Confident, with aptitude for customer-facing and client relationship management skills
Work Location
Position is based at TAS’s office in Schaumburg, IL, with intermittent travel to client sites.
Application Submittal
Interested candidates should send a letter of interest along with their resume.
About TAS
TAS provides project management and consulting services, with an emphasis on technical applications and engineered solutions. We work with clients across a range of industry sectors, both on oversight, design and implementation of capex and maintenance projects as well as advisory assessments involving facilities and operational assets (e.g., technical due diligence, reliability and operability evaluations, asset reviews, front end engineering and design studies, detail design, performance benchmarking, and project justification analysis).
We take an Owner/Operator’s perspective on our client engagements, and we manage projects from concept and scope development to completion and commissioning. Our portfolio of work includes new builds, plant modernizations, commercialization and process scale-ups, office installations, repurposing facilities (buildings, spaces, and assets), system and equipment upgrades, capacity expansions, operational efficiency improvements, maintenance and repair projects, and decommissioning assets.
TAS is headquartered in Chicago’s Northwest suburbs, and we have additional locations in Chicago and Wisconsin. We primarily work with clients throughout the Midwest, and we selectively complement that reach with targeted, strategic-fit opportunities across the U.S.
TAS’s website is www.tastechnicalconsulting.com.
About TAS Technical Consulting
TAS provides project management and consulting services, with an emphasis on technical applications and engineered solutions. We work with clients across a range of industry sectors, both on oversight, design and implementation of capex and maintenance projects as well as advisory assessments involving facilities and operational assets (e.g., technical due diligence, reliability and operability evaluations, asset reviews, front end engineering and design studies, performance benchmarking, and project justification analysis). We take an Owner/Operator’s perspective on our client engagements, and we manage projects from concept and scope development to completion and commissioning. Our portfolio of work includes new builds, plant modernizations, commercialization and process scale-ups, office installations, repurposing facilities (buildings, spaces, and assets), system and equipment upgrades, capacity expansions, operational efficiency improvements, maintenance and repair projects, and decommissioning assets. TAS is headquartered in Chicago’s Northwest suburbs, and we have additional locations in Chicago and Wisconsin. We primarily work with clients throughout the Midwest, and we selectively complement that reach with targeted, strategic-fit opportunities across the U.S. TAS’s website is www.tastechnicalconsulting.com.
Job Type: Full-time
Pay: $50,000.00 - $86,000.00 per year
Benefits:
Health insurance
Retirement plan
Schedule:
Monday to Friday
COVID-19 considerations:
Safety is our priority.
Experience:
Engineering: 5 years (Preferred)
Education:
Bachelor's (Preferred)
Work Location:
One location
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Outcome-oriented -- results-focused with strong performance culture
Team-oriented -- cooperative and collaborative
Company's website:
https://www.tastechnicalconsulting.com/
Work Remotely:
No
COVID-19 Precaution(s):
Remote interview process
Personal protective equipment provided or required
Plastic shield at work stations
Temperature screenings
Social distancing guidelines in place
Virtual meetings
Sanitizing, disinfecting, or cleaning procedures in place"
83,83,"Structural Engineer (Civil, Mechanical, Engr. Mechanics)",BECHT,"Medina, OH 44256",https://www.indeed.com/rc/clk?jk=269cc1dbd9e6be53&fccid=2ca9c3afb33aef22&vjs=3,4.4,"$70,000 - $120,000 a year","Becht is a 5 STAR rated Glassdoor company and a Top 100 Best Places to Work in New Jersey according to NJBIZ
Kindly attach a cover letter along with your resume. Please note that only applications with cover letters will be considered. Please also complete and attach the Becht Career History form attached below. Failure to upload the Becht Career History Form will create a delay in the review of your application.
Who is Becht?
Founded in 1964, Becht is a rapidly-growing, multidiscipline consulting firm relied on by customers to relentlessly solve their most difficult and entrenched problems. We combine vast experience through our full-time staff and our network of over 1200 technical experts with both engineering expertise and professional experience. Becht is a company founded on excellence, and as such we seek individuals who want to be part of our passionate and energetic team.
Who Do We Want?
Becht is seeking a Stress / Structural Analysis Engineer, who is looking to take the next step in their career and join our world-class, family-owned engineering organization at our Medina, OH location.
Becht is seeking an Engineer with 3+ years of experience in the refining, petrochemical, fossil power, nuclear power or other heavy industry. A degree in civil engineering, mechanical engineering, or engineering mechanics is required.
The position requires exceptional first principals understanding of structures and statics, with the ability and desire to gain deep knowledge of design practices, codes and standards and fitness for service of industrial structures. The selected candidate will work with senior structural staff to provide calculations, reports, and presentations demonstrating integrity of structures, systems, and components subjected to loads such as dead weight, thermal, seismic, and wind. Reporting to the manager of Ohio Mechanical Engineering, you will be at the forefront of our most technically rewarding projects to assist clients in improving reliability and profitability while also reducing risks to people and the environment.
Your Knowledge and Expertise
Bachelor’s degree in in civil engineering, mechanical engineering, or engineering mechanics
3 + years of experience in heavy industry
Past experience in the design of industrial equipment and structures including:
Generation of basic shear and moment diagrams
Sizing of simple shear and moment connections
Strong sense of ownership in your work, along with a strong work ethic
Strong written and verbal communication skills, including the ability to present in front of groups
Strong desire and willingness to learn new and unfamiliar things
Self-motivated with willing to investigate and learn without extensive direction
Passed FE/EIT exam
Working knowledge of ASCE, AISC, ACI
Working knowledge of RISA, SAP2000, STAAD
Willingness to travel to client locations

Desired Skills
Advanced degree in engineering
Registered professional engineer or structural engineer
Working knowledge of ASME and API codes and standards
Basic knowledge of piping analysis and software such AutoPIPE or CAESAR
Build Your Career with Becht
A creative and innovative work environment isn’t all we have to offer! When you join Becht, you can expect:
A positive, collaborative workforce
Access to further training and development
Mentoring programs
Company and family events such as baseball games, go-karting, and bowling
Flexible work schedule with the potential to work from home occasionally
Opportunities that provide stability as well as variety
Work day events such as birthday lunches
Community outreach programs such as Red Cross blood drives, Toys for Tots collections/volunteering, and United Way campaigns.
Room to grow your career
Robust benefits include, among others:
Every other Friday off if you choose to participate in our 9/80 program
Gym membership reimbursement
Generous 401(k) matching
We offer a competitive salary and benefits package, including medical, dental, vision, life and disability insurance, and 401(k) plans with company match.
Becht is an Equal Opportunity Employer."
84,84,Design Engineer,Sonnax,"Bellows Falls, VT 05101",https://www.indeed.com/rc/clk?jk=042626aa896d2261&fccid=66b19eeb04022363&vjs=3,4.3,"$50,000 - $60,000 a year","To apply, you may also simply text SONNAX to 25000 and our virtual assistant Olivia will get you connected with our hiring team today!

Design Engineer
Are you hard-working and responsible? Do you want to join an honest and reputable company that is renowned for treating employees with respect and fairness? Does this sound like something you would be passionate about? If so, join our all-star team and learn how fulfilling it is to be rewarded appropriately for your efforts while you develop your skills and learn the newest techniques in a dynamic environment.
Our Design Engineer will be part of a cross functional team that designs, tests and reviews new drivetrain components for the automotive aftermarket and will be responsible for product development and design with a strong emphasis on design for manufacturability. The Design Engineer will participate in continuous improvement of products and processes as well as activities focused on our business priorities of safety, quality, and delivery (timeliness).
Your Responsibilities as a Design Engineer:
Participates in a cross-functional team that designs, tests and reviews new products to ensure they meet the requirements of both the Business Case and Development Plan.
Analyzes product or equipment specifications and performance requirements to determine designs, which can be produced by existing manufacturing or processing facilities and methods.
Provides technical information concerning design, manufacturing or processing techniques, materials, properties, and process advantages and limitations which affect long range manufacturing planning.
Independently determine and select proper materials, heat treatments, coatings, tolerances and dimensioning requirements for design and manufacturing processes of product.
Has the basic understanding and knowledge in the use of Quality Assurance inspection equipment and reading of data and reports.
Confers with research personnel to clarify or resolve problems and develops design.
Performs or directs preparation of product design layouts and detailed drawing specifications. Will also perform CAD activities and will ensure drawing specifications are complete and in accordance with Sonnax engineering standards.
Ability to interpret and create detailed prints, and engineering drawings.
Compiles and analyzes design, test, and research data to establish performance standards for newly designed or modified product.
Operates required machinery and equipment in a safe manner. Follows established safety rules, and established tool and instrument control procedures.
Analyzes test data and reports to determine if design meets functional and performance specifications.
Confers with research and other engineering personnel and prepares design modifications as required.
Applies methods and processes used to manufacture precision metal parts.
What We Need From You (Our Requirements):
Bachelor of Science in Mechanical Engineering (BSME) or Mechanical Engineering Technology Bachelor of Science (METBS) is preferred. Associates Degree or equivalent in Mechanical, Electromechanical Engineering or related field and 1-3 years related work experience or internships.
Proficiency in 3D Solid Works and PDM Works.
Experience in Product Life Cycle Management System, Proficiency in MS Office suite with emphasis on Outlook, Word and Excel.
Experience with geometric dimensioning and tolerancing (GDT), gear and spline design, shaft design, as well as knowledge with manufacturing processes including aluminum die castings, steel and aluminum forgings, plastic molded components, and CNC machined components.
Knowledge of the mechanical properties of materials and processes such as heat treatment, cryogenic treatment and the effects on strength and durability are a plus.
Knowledge of automotive technology related to the drivetrain is desired but not required
Knowledge of Quality Management Systems ISO9001, problem solving, continuous improvement preferred.
Excellent communication and report writing skills, attention to detail
Ability to work well in a cross-functional team environment
Ability to wear required PPE for lab area, including safety shoes and eye protection.
Why You'll Love Working For Us (Our Benefits):
Health/Dental/Vision Insurance
Employee assistance program
Long & Short-term disability
Flex spending accounts
401-K
Onsite fitness center
Paid Holidays
Paid vacation and paid sick days
We are an Equal Opportunity Employer
Work Schedule: Monday-Friday 8:30am-5:00pm
Location: 10 Spencer Ln; Bellows Falls, VT 05101
Pay Rate: $50,000 - $60,000 per year (Contingent upon experience)
S2SONNAX"
85,85,Lead Mechatronics Engineer,MakerGear,"Beachwood, OH 44122",https://www.indeed.com/company/MakerGear/jobs/Lead-Mechatronic-Engineer-f33ff2ef652f6d29?fccid=e092c1185187a968&vjs=3,None,"$80,000 - $120,000 a year","What we do:
We manufacture enterprise-grade 3D printers in Beachwood, OH. Our printers are world-renowned for their build quality, reliability, and precision. We sell to educators, print shops, and large & small companies.
What you’ll do:
Create and execute the company’s product development strategy including: new product development, field support, manufacturing support, and product life-cycle sustaining
Lead the engineering team consisting of mechanical, electrical, & software engineers
Lead all phases of new product development including: conceptual development, preliminary design, detailed design, prototype, testing, product launch, regulatory certification (CE & FCC), and upgrades
Lead efforts to fix problems that arise during in-house production
Solve customer issues that the tech support team is unable to resolve on their own
Communicate with vendors and serve as the engineering voice of the company
Maintain technical support documentation including user manuals, how-to guides, etc.
Manage the engineering team on a day-to-day basis. Recruit, hire, and train additional engineers.
Create Solidworks assemblies, parts, & detailed drawings. Perform FEA as necessary.
Develop embedded firmware in C++ and Python
Design and troubleshoot printed circuit boards
Optimize printing profiles and settings (e.g. feeds & speeds) to obtain world-class output
Treat each customer like gold and be proud that you’re making a difference in the world
Who you are:
You are a wiz at project management. You keep your team focused and on track to deliver results on time, on budget, and with technical excellence. Your live by your favorite project management tool (e.g. Jiira, Basecamp, MS Project)
You have launched multiple new hardware products through the entire life cycle - from conceptual development through to full production.
You are great at creating complex Solidworks assemblies and you love top-down design.
You create drawing prints that communicate your engineering intent with your vendors in a clear & concise manner. You are familiar with GD&T and use it when beneficial.
You are very disciplined about using proper revision control procedures on both hardware and software products.
You are great at writing embedded software in C++ and maybe python too.
You are good at designing & troubleshooting printed circuit boards.
You are great at DFM and DFA
You have a background in Lean, Six-Sigma, TQM, and/or ISO 9000
You know the in’s & out’s of regulatory certification processes such as CE & FCC
You are great at troubleshooting noise and EMI in electrical circuits
You have outstanding interpersonal skills - you are great at leading small teams to deliver world-class results.
You are great at explaining complex concepts in a simple & clear manner.
You have used 3D printers or are excited to learn.
You have a degree in engineering and 5+ years of experience in the field.
Why MakerGear is a great place to work:
You’ll have a lot of responsibility and get to see the immediate results of your efforts.
3D printing is a fast growing and exciting industry.
You’ll be working with a dedicated team of industry veterans who can design, build, and sell amazing new products.
MakerGear has an outstanding brand reputation.
To Apply:
Send us your resume
*
Job Type: Full-time
Pay: $80,000.00 - $120,000.00 per year
Benefits:
Paid time off
Schedule:
Monday to Friday
Education:
Bachelor's (Required)
Experience:
Mechanical Engineering: 4 years (Preferred)
Work Location:
One location
Work Remotely:
No"
86,86,Director of Facilities,OnTrac,"Phoenix, AZ",https://www.indeed.com/company/OnTrac/jobs/Director-Facility-68412f8588080989?fccid=65361a67c65bb88a&vjs=3,3.1,"$147,000 - $195,000 a year",None
87,87,Tooling Designer,OSL Engineering Group,"Boaz, AL",https://www.indeed.com/company/OSL-Engineering-Group/jobs/Tooling-Designer-101fc004afcf5c94?fccid=c103625f88b083d9&vjs=3,None,"$55,000 - $65,000 a year","Position: Tooling Designer
Location: Boaz, AL
Pay Range: $55K - $65K
We are seeking a Tooling Designer to join our team located in Boaz, AL. This position will be responsible for developing, designing and managing tooling and fixtures used in manufacturing processes.
As the Tooling Designer you will be responsible for:
Design of all tooling and fixturing through development, release, build, and life cycle management.
Coordinate with the Tool Room on the production of tooling and tool room support of the shop floor.
Provide technical advice and expertise to solve manufacturing equipment and tooling problems in a timely manner to achieve plant production plans on time and within budget to ensure continuity of production.
Collaborate with maintenance to facilitate any repairs which need the tool room to build or modify parts for equipment which may either be worn or broken.
You are the ideal candidate if you have the following qualifications:
High School Diploma, required. Bachelor’s Degree in Engineering preferred.
3+ years of experience in tooling design utilizing 3D software.
Knowledge and experience in CNC machining, tooling, or metal cutting industry.
3D Design of tooling and fixturing for metal cutting industry using Solidworks or CREO/Pro-E
Job Type: Full-time
Pay: $55,000.00 - $65,000.00 per year
Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Work authorization:
United States (Required)
Work Remotely:
No"
88,88,Product Engineer,Sussman Automatic Corp.,"Queens, NY 11101",https://www.indeed.com/company/Sussman-Automatic-Corp./jobs/Product-Engineer-dda68baf2cf85882?fccid=0c4095b06f020946&vjs=3,None,"From $85,000 a year","PRIMARY RESPONSIBILITIES:
· Design and engineer new products. Redesign and improve existing products.
· Work with outside industrial designers
· Prepare manufacturing drawings, documentation packages and specifications
· Prepare instruction manuals and review sales literature to technical accuracy
· Research design options and perform experiments to determine feasibility
· Create and maintain new product development history documentation
· Prepare bills of materials and costing.
SECONDARY RESPONSIBITIES:
· Review customer specifications.
· Review compliance with ASME, UL, CSA, NEC, international, state and local codes and standards.
· Work with vendors in product design, selection of materials and processes.
· Support manufacturing through the following:
o Create/Provide input on assembly fixtures
o Create/Provide input on assembly procedures
o Review products with production to improve production
· Provide technical assistance to internal sales, customer service and technical service departments.
· Assist customers to resolve field issues
· Perform inspection of boilers, residential steam bath generators, controls as required
· Evaluate engineering, production and quality problems, test samples, analyze results and prepare reports.
· Generate inspection procedures and test plans and specify test equipment.
Skills:
· Advanced Electrical knowledge, including strong understanding of NEC
· SolidWorks or other 3D CAD software
· Technical Communication – Writing, verbal communication skills
· Comfortable working with hand tools
· Product design experience
· Experience working with manufacturing, purchasing and quality teams
· Comfortable working in a fast-paced environment
· Plumbing or HVAC mechanical systems knowledge a plus
· Knowledge of ASME, UL, CSA, NEC strongly desired
· BAS experience a plus
Requirements:
· BSME or BSEE or Equivalent
· Minimum 10 experience
· Minimal travel
Job Type: Full-time
Pay: From $85,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Health insurance
Life insurance
Paid time off
Vision insurance
Schedule:
8 hour shift
Day shift
Monday to Friday
COVID-19 considerations:
All employees temps are checked daily and all employees must wear masks at all times as well as social distance. Common surfaces are cleaned regularly. Hand sanitizer and sanitizing wipes are throughout the office.
Education:
Bachelor's (Required)
Experience:
Manufacturing: 10 years (Preferred)
Work Location:
One location
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Innovative -- innovative and risk-taking
Team-oriented -- cooperative and collaborative
Company's website:
www.mrsteam.com
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19"
89,89,"Senior Administrative Assistant, Pott College of Science, Engineering, and Education-N20055N1",University of Southern Indiana,"Evansville, IN 47712",https://www.indeed.com/rc/clk?jk=3327a998019e9053&fccid=ba4cc6ce1296cf60&vjs=3,4.3,$12.66 an hour,"USI’s Pott College of Science, Engineering, and Education seeks applications for a Senior Administrative Assistant in the Engineering Department.

Essential Functions:
Assist chair in preparation of correspondence, forms, reports, and memos; prepare mailings as needed.
Serve as office receptionist and receive and route telephone calls; take messages, schedule appointments, and answer inquiries.
Assist with routine clerical duties such as scanning/copying student materials as requested by faculty, collecting and scanning syllabi, etc.
Assist in the preparation of academic schedules (classes, faculty student advising). Under the Dean’s approval, schedule classes/rooms and enter into Banner each semester; report changes for room/faculty/max to Registrar’s office as it occurs. Assist Engineering department with SIAASGN for FLP/FTE. Under the Dean’s approval, compile faculty office hour schedule per semester and post on web.
Communicate with students daily, help resolve issues/problems/situations that may occur. Answer student questions regarding school policy, faculty availability, and general university procedures. Email student requests for after-hours access to building/rooms to security.
Assist with ongoing preparation, storage, retrieval, and presentation of ABET accreditation documentation for the BSE, BSMFE, BSME, BSEE, and BSCE degree programs. Assist in logistics management of the accreditation visits, such as display setup, conference room equipment acquisition, and arranging for visitor amenities.

Essential Knowledge and Skills:
High school diploma/GED with two years office experience or an equivalent combination of education and experience.
Knowledge of microcomputers, word processing, spreadsheet, and electronic mail required.
Must possess strong organization and communication skills.
Ability to work with a diverse group of internal and external individuals required.
Professional working knowledge of multiple software packages, including Windows 10, preferred.

Standard work hours are Monday through Friday, 8:00 am to 4:30 pm. Occasional overtime or irregular hours may be required.

$12.66/hr."
90,90,Reliability Program Leader,"VibrAnalysis, Inc.","Humacao, PR 00791","https://www.indeed.com/company/VibrAnalysis,-Inc./jobs/Reliability-Program-Leader-67cc53d32dda8eb1?fccid=58cf6c59ace32b4c&vjs=3",None,"$40,000 - $50,000 a year","RELIABILITY PROGRAM LEADER
IMMEDIATE AVAILABILITY
Responsible for clients’ reliability programs. Accountable for client retention, business improvement, operations, and technical expertise. Develop, prioritize and accomplish clients’ reliability goals. The correct candidate should be able to:
Develop strategies, project timeline, plan and lead project execution.
Manage resources, materials and budget to achieve customer satisfaction.
Generate reports and communicate results to clients.
Perform root cause failure analysis (RCFA) for chronic or critical equipment failures and identify corrective actions.
Conduct failure modes and effects analysis (FMECA) to ensure proper maintenance tasks and intervals are established.
Education/Experience: Bachelor’s Degree in engineering (Mechanical or Electrical preferred) with a minimum of 3 years’ experience in the maintenance and operation fields in the
Lifescience industry (Pharma / Biopharma / Medical Devices).
Required Skills: Root Cause Failure Analysis and Failure Mode & Effect Analysis; attention to details, organization, planning and problem solving skills; technical expertise in mechanical and electrical failures; ability to develop strategies and follow a structured plan, ability to meet project targets within specific time-frame, ability to work under pressure; ability to work in a dynamic and team-oriented environment. Fully bilingual (English and Spanish).
Other Requirements:
Drivers’ License
US Passport
Job Type: Full-time
Pay: $40,000.00 - $50,000.00 per year
Benefits:
401(k)
Health insurance
Schedule:
8 hour shift
Education:
Bachelor's (Preferred)
Experience:
Mechanical Engineering: 3 years (Preferred)
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Outcome-oriented -- results-focused with strong performance culture
People-oriented -- supportive and fairness-focused
Company's website:
www.vibra-inc.com
Work Remotely:
No"
91,91,QUALITY ENGINEER,Randstad Engineering,None,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BDx217eft1lC7uqItkaModCFPNh_e0lnHdKkvEJecXwu4gIqA7CFTnXnpT3oVx672PrehL4ONbgUqlZkSGe9z2eg387GG9vcfkK44EbwlgGx9P3l2UOpOHQ7ApCi7d8Xx6sK2uNWa0pue4A_SCaBz_yd3dZk0RInNKkx4Hf83rsJ8XYk_ykVB-Ti1I6cHmtJTk5-OFzFG0op69pgjZa1gR0snD37wl3v7nTf6AfFvV6D0drN-Glmf3CD8ZypJH9mnDH04sEyeB_SMTxYQ6VoHMS0ruHyJAkyeB1q8NJTB1Gq4r77rjd12mA7SfyFl2oPBh16gDhStAqlpx-8OqnLoDcfRxNJZDQOEG0HUxpBeQnJidxDbvONrxSswH31JxMADUPAMzPXTeqtKN181hI0_fAav_AeCOg6qX8_Gp8DeOAofitGWQ6iGEYJ7r3VgYpzqqdB5DgfXaZM_2tSA2UHTnQ2eeVSQSTZXWb2EVt2DPD2g8v3fXCxJ07eRigtla7bPWi8JtUr1qs9NRT38AU5Bgi1QBm9NKxAGhxW2ysDfQw7jXt_8nZeWLsKdUamdwi0O_N8BjDzp5NxkGRH6pYuM9wFiH7EeVGgchAGo9yBmFCQ==&p=29&fvj=0&vjs=3,3.7,"$61,000 - $71,000 a year","Salary: $61k - 71k per year
Reference: 805156

job summary:
Established maker of automotive parts seeks a QUALITY ENGINEER for its manufacturing operations located north of KNOXVILLE, TN.
The QUALITY ENGINEER will be the first point of contact for customers, develop and /or revise PPAP documentation, and develop and /or revise TS16949 procedures / work instructions.
EXCELLENT OPPORTUNITY WITH A WORLD CLASS ORGANIZATION!


location: Clinton, Tennessee
job type: Permanent
salary: $61,000 - 71,000 per year
work hours: 8am to 5pm
education: Associates

responsibilities:
Provide dimensional support to the plant.
Develop and /or revision of PPAP documentation
Supplier development activities (As needed).
Primary Corrective and Preventive Action generator.
Develop and /or revise TS16949 procedures and work instructions for quality.
Perform root Cause Analysis of quality issues.

qualifications:
BS degree (or equivalent experience) with 3+ years working as a QE in an automotive parts manufacturing plant
Demonstrated experience with TS16949 procedures/techniques
Experience with the APQP, PPAP, FMEA processes
Launch experience highly desired

skills:
Evaluation of Statistical data and quality metrics
Corrective Actions
APQP process
Spanish Language Skills

Equal Opportunity Employer: Race, Color, Religion, Sex, Sexual Orientation, Gender Identity, National Origin, Age, Genetic Information, Disability, Protected Veteran Status, or any other legally protected group status."
92,92,Machine Operator,UNITED MACHINING,"Sterling Heights, MI 48314",https://www.indeed.com/company/UNITED-MACHINING/jobs/Machine-Operator-875059e34a4c7d96?fccid=feeab328de279d04&vjs=3,2.6,From $14 an hour,"We are looking for an experienced and highly qualified Controls Engineer to oversee the development of automated control systems. We primarily work with electrical and automated systems, so our ideal candidate has at least a bachelor’s degree in electrical engineering. You will use PLC programming products, such as those made by Siemens and Allen Bradley, to create these control systems. You also must know how to draft schematics in AutoCAD.
Controls Engineer Duties and Responsibilities
· Analyze the processes of the assigned facility.
· Identify shortcomings that could be opened by automation.
· Design systems that can automate processes.
· Maintain and repair systems.
· Inspect systems to ensure they meet safety regulations.
· Designing and developing new control systems.
· Testing, maintaining, and modifying existing systems.
· Analyzing data and presenting findings in written reports.
· Managing operations.
· Working collaboratively with design engineers, operation engineers, purchasers, and other internal staff.
· Liaising with clients, suppliers, contractors, and relevant authorities.
· Project management within cost and time constrained environments.
· Understanding and ensuring compliance with relevant health and safety regulations and quality standards.
· Providing advice and consultancy support.
· Purchasing equipment.
· Writing computer software and test procedures.
· Developing new business proposals.
Controls Engineer Requirements and Qualifications
· Bachelor’s Degree in Engineering, Electrical, Manufacturing, or Mechanical Engineering preferred.
· 2-4 years of experience in a related field.
· Technical proficiency in some software applications.
· Strong cause-effect analytical abilities to solve problems.
· Excellent communication skills.
Job Type: Full-time
Pay: From $14.00 per hour
Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
10 hour shift
8 hour shift
This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
People-oriented -- enjoys interacting with people and working on group projects
Autonomous/Independent -- enjoys working with little direction
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Innovative -- innovative and risk-taking
Outcome-oriented -- results-focused with strong performance culture
Stable -- traditional, stable, strong processes
Benefit Conditions:
Waiting period may apply
Work Remotely:
No"
93,93,Mechanical Design Engineer - Sensor NPI,"SignalQuest, LLC","Lebanon, NH 03766","https://www.indeed.com/company/SignalQuest,-LLC/jobs/Mechanical-Design-Engineer-9d6e5eac309afa84?fccid=a6f12c35220a9464&vjs=3",None,"$90,000 - $185,000 a year","About SignalQuest: Whit Kelley, CEO
At SignalQuest we have a focused, high performing team and a small-company environment well suited for those with personal drive and a desire to contribute to long term innovation. We believe in investing in our team members, empowering them to take personal responsibility for our direction and allowing them the room to create our future. This year we will make about 10 million electronic sensors in Lebanon NH, where our R&D, production, sales and management are located in a historic renovated brick mill building on the Mascoma River.
About the Job
As part of a small and passionate team of engineers, you will be responsible for designing a variety of electromechanical sensors. Your contributions will play a key role in commercializing advanced navigation technology and transitioning novel designs from R&D into production.
Engineering opportunities exist at multiple experience levels.
You should be comfortable working in a fast-paced and often uncertain environment while contributing to innovative solutions, demonstrating personal leadership, technical competence, and attention to detail.
Qualifications
The Candidate should have a B.S. or M.S. with 7 to 25 years of industry experience, having a primary background in mechanical engineering, with extensive experience in design of components, assemblies, machines, jigs and fixtures, waterproof seals, machining, cold forming, screw machining, 3D printing, laser cutting, injection molding, casting, deep drawing, wire forming, spring winding, stamping, cleaning, plating, anodizing, and painting of mechanical parts.
The Candidate should have proficiency in vendor identification, qualification, relationship management, quality management, price negotiation, overseas sourcing and logistics.
Skills required: SOLIDWORKS
Skills desired: FEA, ANSYS , physics, chemistry, electronics
Responsibilities
Design world-leading inertial sensor components, assemblies and housings.
Work with manufacturing to create right-sized tools, jigs, fixtures and machines to support the high quality production of products.
Identify, qualify and manage key suppliers for mechanical components.
Update and modify parts, qualify vendors, and reduce cost for existing products after launch.
Participate in root cause investigations, corrective actions, process improvements, product testing and qualification, and product improvement initiatives.
Develop new and improve existing processes and procedures for new product introduction (NPI).
Redesign exiting products to reduce cost and address shortcoming of existing designs.
Job Type: Full-time
Pay: $90,000.00 - $185,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee discount
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Parental leave
Professional development assistance
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
Monday to Friday
Experience:
relevant: 5 years (Required)
Education:
Master's (Preferred)
Work authorization:
United States (Required)
Work Remotely:
No"
