Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Mid-level/Senior Software Developer (PHP/Laravel & Vue.js),-1,"We are seeking a mid-level or senior developer with experience in PHP/Laravel & Vue.js. The position is full-time, mostly work from home, and mostly set your own hours. Development team typically meets in the office 1-2 times per week. The culture is pretty laid back, with more of a results-oriented attitude.

Requirements
2+ years working with PHP/Laravel and/or Vue.js (both preferred)
2+ years working with MySQL/PostgreSQL or similar flavor
2+ years working with HTML & CSS, and preferably CSS frameworks like Bootstrap/Material
Self managing and self learner, but still able to collaborate effectively with other developers

Preferred Education
Bachelor's degree or higher in Computer Science or related area. Most importantly, candidate should be able to demonstrate understanding of CS fundamentals and advanced topics, such as data structures, algorithms, and object oriented design.

Salary & Benefits
Medical, dental, and vision insurance paid by the company
IRA with 3% of employee's salary matched by the company
3 weeks paid vacation (including holidays)

Job Type: Full-time

Pay: $65,000.00 - $75,000.00 per year

Benefits:
Dental insurance
Flexible schedule
Health insurance
Life insurance
Paid time off
Professional development assistance
Retirement plan
Vision insurance
Schedule:
Monday to Friday
Supplemental Pay:
Bonus pay
This Company Describes Its Culture as:
Outcome-oriented -- results-focused with strong performance culture
Team-oriented -- cooperative and collaborative
This Job Is:
Open to applicants who do not have a college diploma
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
No",-1,International Brangus Breeders Association,"San Antonio, TX",-1,-1,-1,-1,-1,-1,-1,-1
Web Developer,-1,"MedScan Lab - Web Developer*
Primary Purpose of Position*
This position will provide web development and support for custom developed web applications within a high performing web development and support team. In this role, you will provide web application expertise to support delivery and maintenance of IT Web software. You will design, build and implement web business solutions by matching the appropriate technology solutions with business needs by optimizing technology standards. The ideal candidate for this position is a very technically experienced with a positive attitude and willingness to learn new technology. This position is expected to work with minimal supervision but work within a high performing team environment.
MedScan Lab*
MedScan Lab is a fast-growing medical laboratory with office locations in North Dakota, Houston, Kansas City, and Atlanta. MedScan Lab’s LIMS (laboratory information management system) is custom in-house developed application with a fast-growing functionality in areas of medical billing, laboratory, client web portal, sales rep web portal, and multi-lab interfacing.
Duties and Responsibilities*
Experience in developing interactive, responsive websites on various platforms from initiation to launch
Solid understanding of the following web technologies: HTML, MySQL, JavaScript, CSS, PHP, and Linux
Capable of learning a new programming language when applicable.
Design, build, test, troubleshoot, and support website-based applications
Optimize performance of web applications
Communicate with the full spectrum of global stakeholders and colleagues
Required Skills*
Essential Technology Skills*
HTML
CSS
MySQL
JavaScript
PHP
Linux
Essential Professional Skills*
A ""can do"" attitude

Clear verbal and written communication

Communication skills: can explain a complex problem; be able to explain the necessary testing variables that apply to code written; be able to explain code implementation in detail
Be able to partner with people from other teams to get work done together

Compensation: Pay based on experience.

Job Type: Full-time",-1,MedScan Lab,"Gladstone, MO",-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Developer Support Specialist (ecommerce),-1,"About us*
Neto is a leading ecommerce platform for wholesalers and multi-channel retailers.

Since launching, we have fast become a major player in the SME ecommerce platform space, winning the NORA best ecommerce platform award in 2018.

After 10 years of success in Australia, we are now expanding to the USA, and are looking for talented people to join our US operations.

Neto is a distributed company. This simply means that Neto’s employees are able to work from wherever they are comfortable and productive. It gives our staff the ability to;

Work from anywhere they want, whilst still feeling part of the Neto culture.
An amazing work life balance - 38 Hour working week
Allows for increased productivity and less distractions
An inside-out culture, where you don’t have to be in the same location to get things done and be creative.
Equal ability for all staff to collaborate no matter where you are working from in Utah.
4 Weeks (152 Hours PTO) Paid Time Off
1 Week (38 Hours PSL) Paid Sick Leave
Find out more about what we do and the customers we work with at www.netohq.com
The Position*
We are looking for a Developer Support Specialist to assist developers who work with our platform to ideate, prototype and implement effective and scalable technical solutions to their problems. This includes developers working with our customers as custom solution providers, developers building marketable apps for our add-on store and even technical resources embedded within the businesses of our merchants.

This role is a fantastic opportunity for a very motivated junior front-end developer to accelerate their learning and development, and work in a team that supports our development and merchant communities.
Key Responsibilities: *
Provide ideas and solutions to solve complex problems and see them through from ideation to implementation
Resolve customers' and developer’s design and website issues via phone and email
Create documentation, tools and SDKs for our development community
Provide excellent customer service
Contribute to and maintain our open-source repositories and products
Resolve bugs and technical issues
Requirements: *
Excellent proficiency in HTML5, CSS3 & JavaScript
Experience with git & Github
Experience with modern APIs
A passion for best-practices, both from a code and usability perspective
Client focused delivery and good communication skills
A passion for learning and finessing your work habits and practices
Experience communicating directly to customers in a client services environment
Experience with at least one modern CMS
A good understanding of the various components comprising a web application and how they work together
Nice-to-have Skills: *
Experience with eCommerce, especially platforms like Neto and our close competitors
UI/UX/Design skills are not necessary but are a great boost to our team
Project/time management experience
Apply Now*
We are looking for energetic talents who are passionate and have the desire to succeed. If you are a high achiever who is willing to learn and grow with us, come and join our team!

Applications will be treated as strictly confidential.

Job Type: Full-time

Salary: $42,000.00 - $54,000.00 per year

Benefits:
Paid Time Off
Schedule:
8 hour shift
Monday to Friday
COVID-19 considerations:
We are fully remote Distributed Ecommerce Platform. You will be provided with a new laptop, headset, keyboard and mouse.

Experience:
modern APIs: 3 years (Preferred)
git & Github: 3 years (Preferred)
UI/UX/Design: 1 year (Preferred)
modern CMS: 3 years (Preferred)
Project/time management: 2 years (Preferred)
HTML5, CSS3 & JavaScript: 3 years (Preferred)
Education:
Bachelor's (Required)
Work Location:
One location
Fully Remote
Communication method(s) used:
Email
Phone
Chat
Job Duties:
Answer incoming customer inquiries
Collaborate with management teams to stay updated on new products, services, and policies
Record customer information within our customer service database
Engage with clients in a friendly and professional manner while actively listening to their concerns
Offer support and solutions to customers in accordance with the company's customer service policies
Other duties as requested
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Innovative -- innovative and risk-taking
Outcome-oriented -- results-focused with strong performance culture
Stable -- traditional, stable, strong processes
People-oriented -- supportive and fairness-focused
Team-oriented -- cooperative and collaborative
Company's website:
https://www.youtube.com/watch?v=yW0S8NeWJhM&t=1s
Work Remotely:
Yes",-1,Neto eCommerce Solutions,"Utah, TN",-1,-1,-1,-1,-1,-1,-1,-1
Software Engineer - Adobe Multi Solutions - Remote,-1,"Pay Range: $78,312 - $97,107 annually

Applicants for this position can work remotely from their home! Applicants must live in Nebraska, Kansas, Iowa or Texas however due to store locations and tax purposes.

At NFM, we’ve been hiring friends since 1937—people who share our passion for helping customers feel right at home. If you share our vision, we invite you to be one of us!

People love working here! Glassdoor ranked Nebraska Furniture Mart in the top 50 Best Places to Work in the U.S. and here are a few reasons why:

A FUN, stable work environment, with no lay-offs in our history
A safe place to work and shop
A path to the career of your dreams (career development opportunities)
A culture that encourages volunteering and serving our communities

Job Description: Your Piece of the Puzzle

NFM’s Adobe Multi-Solution Engineer is responsible to be the subject matter expert for Adobe Campaign Standard and other Adobe Experience Cloud Products and Services such as Launch and Analytics. The primary responsibility will be to translate business requirements for these tools into custom implementations by using a combination of custom JavaScript, data layer objects, processing rules, report suite configurations and technical workflows.

Job Duties: A Day in the Life

Plan: Gather and understand unique business requirements and implement the desired solutions
Research: Proactively identify, analyze, and position opportunities to improve digital analytics front-end implementation based on internal and external data
Collaborate: Coordinate final project quality analysis, reporting, transferring of reporting knowledge, provide close-loop communication within the organization including creating senior executive dashboard
Create: Perform extensive testing, create queries to extract and validate segment data and sizing or perform quality analysis testing to validate project test data
Design: Setup new SProps and eVar through Adobe Analytics
Optimize: Act as the owner of Adobe Launch and coordinate with the web-dev team to realize tagging

Your work will directly impact our ability to help people create a lifestyle they love, for the people they love—because that’s what we love.

Benefits: What’s in It for You?

As a full-time member of our NFM Family, you will enjoy:

Competitive pay
Health, dental, vision and life Insurance
Paid holiday and paid time off
Staff discount on merchandise
(Collectively, NFM staff has saved almost $2 million on purchases in the last 12 months)
Tuition reimbursement
Paid training
401(k) with company matching
Short and long-term disability
Employee assistance program
Career development and advancement opportunities
Community volunteer opportunities

NFM is an Equal Opportunity Employer.

Experience
Required
• Bachelors’ Degree in Computer Information Systems, related field required or equivalent experience
• 1+ year of hands on Adobe Campaign Standard experience or 3+ years of marketing campaign development experience on a tool equivalent to Adobe Campaign Standard (Salesforce Marketing Cloud, Cheetahmail, …)
• At least 2 years of experience in software development life cycle
• At least 1 year of experience in translating functional/non-functional requirements to system requirements
• Expertise and Experience in SQL (Oracle / SQL Server / PostgreSQL)
• Experience working with/creating APIs
• Strong understanding of tag management systems and platforms (Adobe DTM/Launch, GTM, Tealium, Ensighten, etc…)
• Excellent understanding of analytics and tag management best practices, including workflows and planning
• Outstanding project management skills with proven experience managing end-to-end projects including managing budget, timelines/milestones, multiple partners and deliverables
• Demonstrated ability to manage simultaneous projects in a fast-paced environment
• Estimation abilities in scoping work in a highly complex environment
• Must be able to work independently and collaboratively (team oriented) with an enthusiastic attitude
• Strong interpersonal, communication and influencing skills
• Problem analysis and problem resolution at both a strategic and a functional level
• Ability to work nights, weekends and/or early morning hours based on business needs
• Pre-employment screening includes, but isn’t limited to, drug screen and criminal background check
Preferred
• Proficient in Adobe Launch
• Experience migrating Tag Management Systems
• Experience with on-demand reporting/Analysis/business intelligence tools, including Tableau, etc…
• Experience with Commerce Cloud
• Experience with Adobe Campaign, Adobe Target, or other Adobe Solutions (Audience Manager, AEM)
• Experience with Agile development philosophy, practices, and tools
• The right mix of experience in Marketing and Technology is highly desirable
• Adobe Analytics Certification – Certified Expert, Business Practitioner; Certified Expert, Technical Architect
• 2 years of technical workflow development experience in Adobe Campaign Standard and 4 years in a related tool (Salesforce Marketing Cloud, Cheetahmail, …)
• 3+ years’ experience with Web Analytics Tools
• 2 years+ experience in JavaScript and Various JavaScript libraries and Experience in Workflow (Import, export, maintenance, data extraction)
Education
Preferred
Bachelor's Degree or better in Computer Science or related field",3.3,"Nebraska Furniture Mart
3.3","Omaha, NE",-1,1001 to 5000 Employees,1937,Subsidiary or Business Segment,Home Furniture & Housewares Stores,Retail,$1 to $2 billion (USD),-1
Full Stack Web Developer,-1,"Full Stack Web Developer
We are looking for the right developer to build applications for online learning
Through this opportunity you’ll have a chance to impact students around the world. Keypath Education is making a global impact in online education. We are looking for a candidate that is passionate about technology with the skills to provide an incredible user experience for students.
Be Bold and Do Meaningful Work
It takes many skills to design and deliver the most career-relevant online programs with the world’s leading universities. If you’re looking to use your unique set of skills to make a difference, we are always on the lookout for diverse motivated individuals.

Responsibilities Include, But Are Not Limited To:
Work in a creative team environment to build full stack applications for student engagement
Develop responsive html/CSS/JavaScript (jQuery) code to form page templates, prototypes and production code, that is performant and accessible across all common browsers
Provide diligent user testing and ensure your work delivers an intuitive and memorable user experience
Advise on user interface best practices to meet performance and client requirements
Develop images for courseware through image creation/manipulation software packages
Develop animations and interactive elements to enhance student engagement within the online environment
Mentor Front End Web Developers
Contribute to continuous improvement

Bachelor’s degree preferred
Minimum of 3+ years professional experience with PHP or Node.js
Minimum of 1+ years professional experience with Laravel, Express or similar framework
Proficient in client-side technologies including (X)HTML5, CSS3, JavaScript (jQuery)
Demonstrated experience in server-side development with PHP, Node, and other languages.
Demonstrated experience in Database development with MySQL, PostgresSQL, MongoDB, or equivalent
Good working knowledge of Adobe Creative Suite with expertise in Photoshop and Illustrator in particular
Experience in working collaboratively with wireframes and technical specifications for interactive websites
Strong HTML skills, and an ability to create elegant, semantically clean mark-up
Strong understanding of CSS, its cross-browser quirks and a keen eye for details
Demonstrated experience in managing maintainable, scalable, cross-browser code that is a delight to experience on any device
Knowledge of Web Accessibility Standards
Experience working with learning management systems such as Blackboard, Moodle, Canvas and others is strongly preferred
Ability to work with multiple deadlines and multiple projects simultaneously in a fast-paced, changing environment
Ability to adapt and to solve problems proactively and creatively
Understanding of the Higher Education Sector is preferred
Skills and Competencies
Excellent written and oral communication skills
Excellent attention to detail
A critical thinker
Curious and confident to ask questions and learn quickly\
Ability to manage conflicting priorities and multiple tasks
Team player
Always demonstrate the Keypath values – Commitment, Collaboration, Innovation and Lifelong Learning
Benefits:
Keypath Education offers a comprehensive benefits package:
Medical, dental and vision coverage
Life insurance, disability and 401k
Generous paid leave policies
Tuition reimbursement program
Get a degree at one of our Partner Programs with free tuition!
About Keypath Education:
Our global mission is: Educate professionals to transform their world... We do this by partnering with the world’s leading universities who want to deliver career-relevant education to more professionals, Keypath Education provides a market-led & tech-focused online education solution. We set ourselves apart from other providers thanks to our global team of education experts who provide us with a breadth of diversity and data, which allows us to respond quickly to the “Future of Work” trends. We have an unwavering commitment to the student experience, an unrivalled desire to innovate, and a drive to leave a positive mark on the world.

Keypath acts as an extension of the university's team, keeping its brand and academic rigor intact while accelerating the growth and quality of the university program portfolio and providing an exceptional student experience through industry-leading technology. Services provided include market research, program development, marketing, student recruitment, retention, and course development.

Aside from the great perks and investment in our people's own learning and development, it's our culture that makes Keypath Education unique. We truly put our people first – our employees and our students. Our mantra is, ""Be Bold and Do Meaningful Work."" We seek out unique challenges. We move fast by choice. We push ourselves to be lifelong learners and demand the best from one another. It's what defines Keypath – and we wouldn't have it any other way.

To deliver on this mission, the first thing we did was hire the best and brightest leaders in online learning. We opened offices in Melbourne, London, Chicago, Toronto, and have virtual employees all over the world to support our university partners.
While our journey is just beginning, our team has accomplished so much already. We work with more than 25 partners worldwide, supporting 100+ degree programs. Our university partners are recognized for their academic quality, with most being regionally or nationally ranked. Also, 13 are globally ranked - a distinction given to only 3% of universities in the world.
Note: The above statements outline nature and level of work performed by individuals assigned to this position and are not intended to be an exhaustive list of all responsibilities and skills required. All employees may be required to occasionally perform duties outside of their normal responsibilities",4.4,"Keypath Education
4.4","Schaumburg, IL",-1,201 to 500 Employees,2014,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,-1
Web Developer - HTML/CSS (Digital),-1,"Web Developer - HTML/CSS
(Digital)

Codazen provides high-touch web development services to companies such as Facebook, Oculus, KBB, and others. We're looking to add to our team of highly skilled professionals. Are you passionate about building world-class websites using the latest technologies and techniques? Codazen is looking for a Web Developer who knows how to build and style responsive, cross-browser web page layouts.

Key Responsibilities

Able to hand-code HTML and CSS without using packaged web design software
Participate in agile software development process and code reviews
Implement responsive HTML layouts based on wireframes
Implement custom styling based on a style guide and/or design comps

Skills and Requirements

3+ years experience building web sites
Advanced skills with HTML and CSS
A passion for high quality UX and attention to detail
Knowledge of cross-browser and device compatibility issues and limitations
Experience with CSS media queries
Knowledge of CSS3 Transitions and Transformations
Experience with different image and video formats used to optimize page weight and performance

Pluses

Experience with Adobe Creative Suite
Knowledge and experience applying SEO best practices
Experience adding web page interactivity or API usage with JavaScript
General understanding of JavaScript frameworks and how they integrate into a web page
Experience with web page templating frameworks (e.g. Handlebars, React)

We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity and/or expression, status as a veteran, and basis of disability or any other federal, state or local protected class.",4.3,"Codazen
4.3","Irvine, CA",-1,51 to 200 Employees,2007,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
Web Developer,-1,"MedScan Lab - Web Developer*
Primary Purpose of Position*
This position will provide web development and support for custom developed web applications within a high performing web development and support team. In this role, you will provide web application expertise to support delivery and maintenance of IT Web software. You will design, build and implement web business solutions by matching the appropriate technology solutions with business needs by optimizing technology standards. The ideal candidate for this position is a very technically experienced with a positive attitude and willingness to learn new technology. This position is expected to work with minimal supervision but work within a high performing team environment.
MedScan Lab*
MedScan Lab is a fast-growing medical laboratory with office locations in North Dakota, Houston, Kansas City, and Atlanta. MedScan Lab’s LIMS (laboratory information management system) is custom in-house developed application with a fast-growing functionality in areas of medical billing, laboratory, client web portal, sales rep web portal, and multi-lab interfacing.
Duties and Responsibilities*
Experience in developing interactive, responsive websites on various platforms from initiation to launch
Solid understanding of the following web technologies: HTML, MySQL, JavaScript, CSS, PHP, and Linux
Capable of learning a new programming language when applicable.
Design, build, test, troubleshoot, and support website-based applications
Optimize performance of web applications
Communicate with the full spectrum of global stakeholders and colleagues
Required Skills*
Essential Technology Skills*
HTML
CSS
MySQL
JavaScript
PHP
Linux
Essential Professional Skills*
A ""can do"" attitude

Clear verbal and written communication

Communication skills: can explain a complex problem; be able to explain the necessary testing variables that apply to code written; be able to explain code implementation in detail
Be able to partner with people from other teams to get work done together

Compensation: Pay based on experience.

Job Type: Full-time",-1,MedScan Lab,"Gladstone, MO",-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Software Engineer - Adobe Multi Solutions - Remote,-1,"Pay Range: $78,312 - $97,107 annually

Applicants for this position can work remotely from their home! Applicants must live in Nebraska, Kansas, Iowa or Texas however due to store locations and tax purposes.

At NFM, we’ve been hiring friends since 1937—people who share our passion for helping customers feel right at home. If you share our vision, we invite you to be one of us!

People love working here! Glassdoor ranked Nebraska Furniture Mart in the top 50 Best Places to Work in the U.S. and here are a few reasons why:

A FUN, stable work environment, with no lay-offs in our history
A safe place to work and shop
A path to the career of your dreams (career development opportunities)
A culture that encourages volunteering and serving our communities

Job Description: Your Piece of the Puzzle

NFM’s Adobe Multi-Solution Engineer is responsible to be the subject matter expert for Adobe Campaign Standard and other Adobe Experience Cloud Products and Services such as Launch and Analytics. The primary responsibility will be to translate business requirements for these tools into custom implementations by using a combination of custom JavaScript, data layer objects, processing rules, report suite configurations and technical workflows.

Job Duties: A Day in the Life

Plan: Gather and understand unique business requirements and implement the desired solutions
Research: Proactively identify, analyze, and position opportunities to improve digital analytics front-end implementation based on internal and external data
Collaborate: Coordinate final project quality analysis, reporting, transferring of reporting knowledge, provide close-loop communication within the organization including creating senior executive dashboard
Create: Perform extensive testing, create queries to extract and validate segment data and sizing or perform quality analysis testing to validate project test data
Design: Setup new SProps and eVar through Adobe Analytics
Optimize: Act as the owner of Adobe Launch and coordinate with the web-dev team to realize tagging

Your work will directly impact our ability to help people create a lifestyle they love, for the people they love—because that’s what we love.

Benefits: What’s in It for You?

As a full-time member of our NFM Family, you will enjoy:

Competitive pay
Health, dental, vision and life Insurance
Paid holiday and paid time off
Staff discount on merchandise
(Collectively, NFM staff has saved almost $2 million on purchases in the last 12 months)
Tuition reimbursement
Paid training
401(k) with company matching
Short and long-term disability
Employee assistance program
Career development and advancement opportunities
Community volunteer opportunities

NFM is an Equal Opportunity Employer.

Experience
Required
• Bachelors’ Degree in Computer Information Systems, related field required or equivalent experience
• 1+ year of hands on Adobe Campaign Standard experience or 3+ years of marketing campaign development experience on a tool equivalent to Adobe Campaign Standard (Salesforce Marketing Cloud, Cheetahmail, …)
• At least 2 years of experience in software development life cycle
• At least 1 year of experience in translating functional/non-functional requirements to system requirements
• Expertise and Experience in SQL (Oracle / SQL Server / PostgreSQL)
• Experience working with/creating APIs
• Strong understanding of tag management systems and platforms (Adobe DTM/Launch, GTM, Tealium, Ensighten, etc…)
• Excellent understanding of analytics and tag management best practices, including workflows and planning
• Outstanding project management skills with proven experience managing end-to-end projects including managing budget, timelines/milestones, multiple partners and deliverables
• Demonstrated ability to manage simultaneous projects in a fast-paced environment
• Estimation abilities in scoping work in a highly complex environment
• Must be able to work independently and collaboratively (team oriented) with an enthusiastic attitude
• Strong interpersonal, communication and influencing skills
• Problem analysis and problem resolution at both a strategic and a functional level
• Ability to work nights, weekends and/or early morning hours based on business needs
• Pre-employment screening includes, but isn’t limited to, drug screen and criminal background check
Preferred
• Proficient in Adobe Launch
• Experience migrating Tag Management Systems
• Experience with on-demand reporting/Analysis/business intelligence tools, including Tableau, etc…
• Experience with Commerce Cloud
• Experience with Adobe Campaign, Adobe Target, or other Adobe Solutions (Audience Manager, AEM)
• Experience with Agile development philosophy, practices, and tools
• The right mix of experience in Marketing and Technology is highly desirable
• Adobe Analytics Certification – Certified Expert, Business Practitioner; Certified Expert, Technical Architect
• 2 years of technical workflow development experience in Adobe Campaign Standard and 4 years in a related tool (Salesforce Marketing Cloud, Cheetahmail, …)
• 3+ years’ experience with Web Analytics Tools
• 2 years+ experience in JavaScript and Various JavaScript libraries and Experience in Workflow (Import, export, maintenance, data extraction)
Education
Preferred
Bachelor's Degree or better in Computer Science or related field",3.3,"Nebraska Furniture Mart
3.3","Omaha, NE",-1,1001 to 5000 Employees,1937,Subsidiary or Business Segment,Home Furniture & Housewares Stores,Retail,$1 to $2 billion (USD),-1
.NET Developer,-1,"CTDI is a large scale logistics repair and engineering company that services the country’s largest telecommunications and cable providers. CTDI has over 7,000 FT US Employees in over 50 world class US Operations. CTDI also has a global footprint with more than 14,000 employees worldwide.

As a Senior Developer you will work both independently, and in a team with other developers with a focus on writing code and developing applications leveraging multiple tools, languages, processes, and technologies. The team is responsible for enhancing and maintain existing customer-facing applications as well as designing and developing new tools to enhance our brand. Specifically, the responsibilities of this position include:
Design, coding, testing, debugging, documentation, delivery and support of custom Web Applications.
Analyzes, evaluates and documents user requests for new and modified systems and programs
Provides architecture direction and establishment of system development protocols
Manage the efficient and effective applications and tools consistent with established specifications and business requirements.
Collaborate with Operations, Technical Leads and Subject Matter Experts in the technical assessment of new designs and development work.
Provides technical support for user issues; troubleshoots problems and takes corrective action on a timely, effective basis.
Ability to adapt quickly to fast-paced changing environment and priorities.
Motivation to take ownership of tasks and the determination to drive them to completion.
Develops applications that are proof-of-concepts that showcase the capabilities of the application and provide creative solutions for our customer.
Participation in a Scrum/Agile process.
Required Skills
In-depth knowledge of design patterns, web standards and best practices (development and support)
Strong analytic skills and the ability to multi-task.
Excellent oral and written communication skills with the ability to understand others and clearly express thoughts.
Ability to produce high quality work deliverables with high attention to detail.
Ability to effectively work in a team environment.
Self-motivated, resourceful, independent and takes on the initiative to learn new technologies
Required Experience
M.S. Degree in Computer Science, Software Engineering or related field or equivalent work experience
5+ years recent experience in application development with Microsoft .NET stack and latest versions of MVC, with ASP.NET, C#, Web Forms, Web Services (XML, SOAP, WCF) and Oracle (SQL, PLSQL)
Required experience with Oracle, LINQ, Entity Framework, SOA, MVC, MVVM, Knockout, Web Services, REST
Job Type: Full-time

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee assistance program
Health insurance
Life insurance
Paid time off
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Day shift
On call
COVID-19 considerations:
CTDI is committed to keeping our workplace safe, clean and open. We strongly encourage everyone at CTDI to do their part in fighting the spread of COVID-19.

Experience:
Application development: 5 years (Required)
Work Remotely:
No",2.6,"CTDI
2.6","West Chester, PA",-1,10000+ Employees,1975,Company - Private,Telecommunications Services,Telecommunications,$1 to $2 billion (USD),-1
Software Engineer,-1,"We provide technology that community financial institutions use to manage risk and drive growth. Our solutions automate key processes – from anti-money laundering to fraud detection to CECL readiness to lending workflows – empowering our customers by addressing their Enterprise Risk Management needs.

This is an exciting opportunity for someone who is not only a master of their craft, but also shares our commitment to driving a strong company culture by putting their heart and soul into their work every day.

Abrigo is seeking a back-end oriented .NET Software Engineer to join our talented and dedicated development group as an integral part of building our data analytics platform and bringing simple solutions to complex banking problems to life. This position is a key role in our software engineering group. The perfect candidate is organized, self-motivated, is a master of their craft and success-oriented.

We are seeking a highly motivated and skilled Software Engineer to help us leverage and build upon our high performance data warehouse and analysis platform. The position will require development work in a fast-paced environment at a rapidly growing company. The expectation for this individual is to not only execute but innovate at a high level. Ideal candidates must be passionate about software development. Our culture allows for regular sharing of innovative ideas and implementation of the best designs all within a casual workspace environment and dog friendly office. We believe in challenging our developers with large-scale, intellectually stimulating work and rewarding them with very competitive compensation packages.


What You'll Do:
Build, maintain, and enhance complex financial software solutions.
Work in a full stack web-based development environment.
Work to architect an Enterprise Data Warehouse utilizing state of the art tools, platforms, and Data Vault 2.0 methodology.
Build prototypes, functional code, and automated tests.
Take ownership of your work, and provide feedback in a fast-paced, interactive development cycle.
Quickly find solutions to technical challenges, ranging from integrating disparate data sets into an Enterprise Data Warehouse to efficiently performing complex calculations to designing data structures to represent complex systems.
Make mistakes, fail fast, and grow quickly.
What You'll Need:
Bachelor’s degree in Computer Science or related field.
Experience in web development and Object-Oriented Design preferred.
Experience with the following technologies is preferred: C#, ASP.NET, Data Vault 2.0, Snowflake, Angular, Java, SQL.
Experience with the traditional front-end web stack is preferred (HTML, CSS, JavaScript).
Well-developed problem solving skills; critical thinking and ability to weigh pros/cons of multiple options.
Excellent communication skills.
Strong attention to detail.
What You’ll Get:
Market competitive total rewards package
To be part of the Heart & SOUL of a winning company with an inspiring mission
The opportunity to Make Big Things Happen
Competitive salary along with full health benefits with an HSA option
Unlimited PTO and bank holidays
401(k) plan and company match
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender identity, age, genetic trait, sexual orientation, national origin, disability status, or any other characteristic protected by law.

Abrigo is committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, you may contact us at Careers@abrigo.com with the subject line accommodation.",3.6,"Abrigo
3.6","Raleigh, NC",-1,201 to 500 Employees,2001,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
