,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
61,Software Engineer - Mission-Focused Integration (TS/SCI with Polygraph),-1,"We're looking for game changers. People who love what they do and who they do it for. Providing consulting services in operational support, intelligence collection, reporting, and data governance, R2C is a leader in delivering solutions for high priority national security concerns. Are you ready for a change?

R2C is seeking Software Engineers to support a client's technical requirements on a mission-focused program within a challenging, dynamic setting located in the Washington Metropolitan Area.
We welcome the most challenging problems facing our national security and apply intellect, talent, and innovation to reach feasible and valuable solutions to each challenge. That means we expect our employees to bring their “A game,” and you have the right to expect the same from the company that employs you. We want to hear your ideas. We want to hear your concerns. We want to make sure you have what you need to do the best you can on the job and grow in your career with us over time. Almost all companies say they have a culture of inclusiveness and that they value employee input, but R2C puts that statement to work every day. It’s time for a change. Come and experience a company that actually cares.

Top Secret/SCI w/ Polygraph
Design, develop, test, and deploy COTS and custom components for systems
Assist in the installation, deployment, and maintenance of the COTS product
Perform configuration changes as needed
Interface with infrastructure teams during upgrades or troubleshooting
Support development and integration of new digital policies
Interface with customers for digital policy creation, policy ingestion, policy integration, and testing
Support implementation of an automated unit and integration testing capability for access control policies and other service components using Junit
Assist in creation of technical documentation
Support end user training on the creation and management of access control policies
Take customer requirements for enhancing custom web applications
Support the development of new digital policies
Interface with customers during digital policy creation, policy ingestion, policy integration, and testing

Bachelor’s degree in Computer Science, Computer Engineering, Information Technology, or similar discipline
Must have an Active TS/SCI clearance with Polygraph
Experience developing, testing, deploying, and maintaining complex application programming interfaces
Experience designing, programming, testing, and delivering custom web applications in Java
Experience with development and integration with COTS applications in a virtual environment
Experience developing and deploying web-based applications on Tomcat and familiarity with JavaScript frameworks
Experience designing, configuring, performing, and evaluating results of back-end, service-based automated testing
Experience writing, testing, deploying, and maintaining complex LINUX shell scripts in a cloud-based, DevOps style environment
Experience with at least one scripting language
Willingness to learn digital policy authoring languages and skills including working with JavaScript, XACML, and COTS digital policy tools
Experience with Amazon Web Services
Rudimentary knowledge of Linux and shell scripting
Experience performing functional, integration, and unit testing
Experience with DevOps, automation and configuration management using tools such as Ansible
Experience with Puppet, Jenkins, and Github
Experience developing RESTful web services with JSON
Experience delivering enterprise level Identity and Access Management services
Experience with SQL, or willingness and ability to learn on basic SQL on the job
Experience developing within an Agile team environment
Experience with Certificate Management (x509)
Experience with overall troubleshooting and debugging in a production environment
Experience with all aspects of workflow tools to include: tool selection, design, implementation, integration, workflow and process design, workflow optimization, and workflow metrics
Experience with risk management to include identifying, citing, ranking, and establishment of appropriate mitigation approaches
Experience with the data management lifecycle, governance, and best practices
The Reports and Requirements Company, LLC (R2C) is a wholly owned subsidiary of Buchanan & Edwards, and provides consulting services in operational support, intelligence collection, reporting, and data governance. Located in Arlington, VA, R2C offers expertise on a variety of national security topics, with specific focus on operational support, technical operations, policies and management of large volumes of data, analysis of large amounts of data, & effective approaches to evaluating and sharing data, and innovative techniques for information collection. Our consultants develop and deliver training programs on subjects including cyber intelligence, data governance and information sharing protocols, intelligence collection, and reporting techniques. R2C has a mission first culture and boasts the benefits & perks of a small company with the resources, stability, and career mobility of a large corporation. R2C is dedicated to fostering, cultivating and preserving a culture of diversity and inclusion. We are committed to crafting a workplace that endorses creativity and innovation, and promotes engagement through open communication, acceptance of new people and ideas, and a supportive team dynamic. R2C is an equal Opportunity Employer – Minorities / Women / Veterans / Individuals with Disabilities / Gender Identity / Sexual Orientation.
#CJ",3.5,"Buchanan & Edwards
3.5","DC Ranch, AZ",-1,201 to 500 Employees,1998,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1
62,Software Engineer - ColdFusion,-1,"We're looking for a talented and highly motivated software engineers to join our team. As a growth stage technology company, Clear Capital is seeking developers eager to be part of a team, working closely with every part of the company from operations to our executive team. Learn more about our engineering teams here.

What you’ll do
Write high quality, well-tested, extensible and scalable code
Evaluate the short- and long-term implications of every implementation decision
You’ll work with a tight-knit team solving tough problems by building quality enterprise solutions with a professional design and coding process
Learn from accomplished developers through mentoring and committed collaboration and take your dev chops to the next level
Make an immediate impact by quickly getting up to speed and building features from start to finish
Who we’re looking for
You love tackling really tough problems, and value the correct solution over a sloppy one
You have a passion for software development, with side projects to prove it
You understand the value of tested solutions, and you’re a capable debugger
You’re comfortable reading & writing code, and can describe what each part of the code is doing
You’re great at taking constructive feedback on your work
You’re passionate about our mission to disrupt how banks, lenders and investors value real estate
Our tool kit
We believe in using the most effective tool for the job, and also relying on the strengths of our team.
Our stack and tooling includes: ColdFusion v. 12 (2016), Oracle 19c and modern tooling like JIRA, Jenkins, Git in an Agile environment
Why you’ll love it
Disrupt the Real Estate data industry by bringing cloud based, enterprise software and data services to the market for big banks, lenders and investors
See your work move into production quickly, and avoid the bureaucracy that slows down larger companies
Enjoy a modern office layout that is quiet, yet collaborative surrounded by top quality engineers that enjoy working with each other
Receive great benefits like 401(k) match, and health benefits, PTO and paid holidays
Work with a growth oriented company that is transforming itself and an industry where you can have a real impact on the company's future
About Us

Clear Capital is the premier provider of real estate valuation, analytics, and technology solutions. Powered by its more than 45 years worth of information on nearly every U.S. metro, neighborhood, and property, Clear Capital’s solutions are trusted by community credit unions and billion-dollar financial institutions alike. Clear Capital is headquartered in Reno-Tahoe with a team of more than 500 nationwide, dedicated to going wherever it leads, and doing whatever it takes.

To all recruitment agencies: Clear Capital does not accept agency resumes. Please do not forward resumes to our jobs alias, Clear Capital employees, or any other company location. Clear Capital is not responsible for any fees related to unsolicited resumes.

Compensation

Salary commensurate with experience

Clear Capital is an equal opportunity employer

INDT",4,"Clear Capital
4.0","Reno, NV",-1,501 to 1000 Employees,2001,Company - Private,Real Estate,Real Estate,$100 to $500 million (USD),-1
63,Software Engineer,-1,"Job Summary

Designs, develops, and maintains software applications as part of a dynamic cross-functional agile team.

Essential Duties & Responsibilities

• Develops software applications and supporting infrastructure using established coding standards and methodologies
• Relentlessly pursues quality through multiple levels of automated tests, including but not limited to unit, API, End to End, and load.
• Develops tooling, test harnesses and innovative solutions to understand and monitor the quality of the product
• Develops infrastructure as code to reliably deploy applications on demand or through automation
• Understands cloud managed services and builds scalable and secure applications using them
• Creates proof of concepts for new ideas that answer key questions of feasibility, desirability, and viability
• Performs thorough code reviews that promote better understanding throughout the team
• Trouble shoot, instrument and debug existing software resolving root causes of defective behavior
• Builds intuitive user interfaces with the end user persona in mind using front end frameworks and styling
• Works with architects, designers, business analysts and others to design and implement solutions
• Work within an agile scrum team, contributing to an atmosphere of continuous improvement
• Understands how to interpret database models and effectively collaborate with Database Engineers
• Assist product owners in backlog grooming, story breakdown and story estimation
• Collaborate and communicate effectively with team members and other stakeholders throughout the organization
• Document software changes for use by other engineers, quality assurance and documentation specialists
• Master the technologies, languages, and practices used by the team and project assigned
• Other duties as assigned
#LI-REMOTE

Education

BA/BS in Computer Science, Technology or a related field. Equivalent work experience may substitute for a degree.

Minimum Qualifications

• Mastered basic programming concepts and patterns
• Mastered technologies and tools utilized by team and project assigned
• Minimum 2 years’ experience developing software applications
Skills/Knowledge
• Must be proficient in basic programming skills and proficient in one or more of the following languages (Specific languages needed will vary based on development department or project)
• .Net Core, C#, Java, SQL, JavaScript, Typescript, Python

Additional desired skills:

• Single-Page Applications, Angular (v9), Ivy, RXJS, NGRX, HTML5, CSS/SASS, Web Components, Atomic Design
• Test First approach, Test Driven Development (TDD), Automated testing (Protractor, Jasmine), Newman Postman, artillery.io
• Microservices, Terraform, Jenkins, Jupyter Notebook, Docker, NPM, Yarn, Nuget, NodeJS, Git/Gerrit, LaunchDarkly
• Amazon Web Services (AWS), Lambda, S3, Cognito, Step Functions, SQS, IAM, Cloudwatch, Elasticache
• oDatabase Design, Optimization, Replication, Partitioning/Sharding, NoSQL, PostgreSQL, MongoDB, DynamoDB, Elastic Search, PySpark, Kafka
• Agile, Scrum, Kanban, DevSecOps
• Strong problem-solving skills
• Outstanding communications and interpersonal skills
• Ability to track software issues to successful resolution
• Ability to adapt in a collaborative fast paced environment
• Ability to think about and plan a infrastructure and security as part of development
• Ability to learn new development language quickly and apply that knowledge effectively",2.8,"Greenway Health
2.8",United States,-1,1001 to 5000 Employees,1977,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
64,Software Developer,-1,"Software Developer - Integration*
Immediate Opening!*
A dynamic Akron / Cleveland area company is looking for an experienced software developer. The Integration Developer designs, develops, tests, maintains and enhances multiple systems serving internal users as well as our suppliers and customers. The Integration Developer interacts with IT and other internal business partners to deliver systems that advance company strategy and improve the enterprise capability of IT.
Candidates need to demonstrate experience in the following skillsets: *
· Proven technical expertise in the design, development, coding, testing, and debugging of enterprise software.

· Strong knowledge of web services (WSDL, Soap, Restful).

· Experience working with relational databases.

· Experience authoring and maintaining data access and / or database queries.

· Familiar with standard software design patterns, methodologies, and the MVC architecture.

· Proficient in the following technologies: C#, .NET, .NET Core, HTML5, CSS3, MsSQL, MySQL, ReactJS.

· Experience working with and/or administering Microsoft IIS

· Experience with SYSPRO’s ERP package a plus but not required
Candidates must be able to execute the following functions: *
· Creates and deploys code and configuration associated with support and project work across our application portfolio.

· Assists in creating, evolving and standardizing technical processes such as source code management, continuous integration, etc.

· Submits code and configuration with high levels of quality, performance, security, scalability and extensibility.

· Assists in the creation and evaluation of business requirements and project plans.
Other requirements include: *
· Takes pride in delivering work on time and with quality

· Good problem solving and decision making abilities

· Ability to learn quickly in a fast-paced environment

· Ability to both work independently and with teams

· Effectively juggles a continuous mix of support and project work

· Able to work off hours / provide on-call support when needed

The ideal candidate must be a self-starter, able to work independently, and have experience in the skillsets mentioned above. This position requires a highly responsible and organized individual with a good work ethic and a minimum of two years of experience using the tools and technologies noted above.

Compensation is commensurate with experience.
Industries* - Manufacturing-Other
Education* - Bachelor's Degree in Computer Science, Information Systems, or related field, or combination of education and equivalent work experience.
Job Type: Contract

Experience:
Software development: 2 years (Required)
Work Location:
One location
Work Remotely:
No",3.7,"Reserve Management Group
3.7",Ohio,-1,1 to 50 Employees,-1,Company - Private,Real Estate,Real Estate,$1 to $5 million (USD),-1
65,Senior iOS Software Engineer,-1,"About MEDL*
MEDL Mobile has helped architect, design, and develop hundreds of mobile apps and technologies alongside a storied list of innovative companies and people. Our apps have reached as high as number one on the app stores. Our technology has been deployed in automobiles, surgical suites, restaurants, financial institutions, Hollywood studios, art studios and on tens of millions of mobile phones around the world.

What makes a MEDL head?

Creative. Resourceful. Skilled. Practical. Dreamer. Doer.

We are incredibly proud of the team of people we've brought together. We like each other. We like our clients. And we love the work that we are privileged to do on a daily basis. We look to hire adults who are capable of taking on an assignment and delivering a result. But we also know that the best solutions come from people with a childlike fascination of technology and what it's capable of doing.
Position Summary: *
Our Sr. iOS Software Engineers works directly with cross-functional internal and external teams on the technical development of high quality software for supporting various mobile platforms. This position designs, implements, debugs, optimizes and maintains software including ownership of complete systems and sub-systems. This individual ensures that the products meet the project’s desired specifications, are high-performance and optimized to take advantage of the unique capabilities of the target platforms.
What you already have: *
5+ years software engineering experience

4+ years Mobile development experience - iOS

Strong background writing OOP and SDLC

Strong understanding of programming and best practices

Proficient in MVC design patterns and frameworks (mobile applications)

Experience creating RESTful APIs

Experience designing and implementing scalable mobile applications

Experience working on projects with high traffic requirements

Experience in SQL or NodeSQL databases

Ability to create and review development documentation

Strong understanding of code versioning such a sGIT and GifFlow

Ability to communicate effectively and understands AGILE methodologies

Ability to stay on top of and adapt to the ever changing landscape of software development (languages, frameworks, methodologies)
And even better .....*
Experience with Objective-C

Experience with GoLang

Experience with Python

Experience with Java

Experience with CoreBluetooth/BLE Android

Experience with JavaScript, NodeJS

Experience with Cloud Infrastructure (AWS Azure, etc)

Experience in database architecture and design

Strong analytical, problem-solving and communication skills

Solid math background
Education: *
B.S. Computer Science or equivalent experience

Job Type: Full-time

Pay: $52.00 - $67.00 per hour

Experience:
Software Development: 5 years (Required)
java: 5 years (Required)
Work authorization:
United States (Required)
Work Location:
One location
Benefits offered:
Paid time off
Health insurance
Dental insurance
Other types of insurance
Gym memberships or discounts
Flexible schedules
Workplace perks such as food/coffee and flexible work schedules
This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
People-oriented -- enjoys interacting with people and working on group projects
Detail-oriented -- would rather focus on the details of work than the bigger picture
Company's website:
www.medlmobile.com
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",4.1,"MEDL Mobile
4.1","Lake Forest, CA",-1,1 to 50 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1
66,Software Developer,-1,"Software Developer

Who we are:
The American Physical Society (APS) is a nonprofit membership organization working to advance and diffuse the knowledge of physics through its outstanding research journals, scientific meetings, and education, outreach, advocacy, and international activities. APS represents over 55,000 members, including physicists in academia, national laboratories, and industry in the United States and throughout the world. Society offices are located in College Park, MD (Headquarters), Ridge, NY, and Washington, D.C.

Software Developer
Who we are:

The American Physical Society (APS) is a nonprofit membership organization working to advance and diffuse the knowledge of physics through its outstanding research journals, scientific meetings, and education, outreach, advocacy, and international activities. APS represents over 55,000 members, including physicists in academia, national laboratories, and industry in the United States and throughout the world. Society offices are located in College Park, MD (Headquarters), Ridge, NY, and Washington, D.C.

Position Summary:

The American Physical Society, a leading publisher of scientific journals, based in Suffolk County, LI, is seeking a front end developer. This is an exciting opportunity to apply your strong front end development and UX skills to build applications used in all aspects of scientific publishing. We’re a group who happily share knowledge and value other ideas, while working in a bright, modern office with a friendly atmosphere and flat hierarchies. We will challenge you with interesting work while providing you with a collaborative culture in a fast paced environment. Our staff is encouraged to attend industry conferences and we are constantly playing with new tools and use all the latest and greatest technologies, affording you the capability to impact all aspects of your projects. You must have excellent English communication skills, be a problem solver and a team player, and be results oriented. Other incentives for working at APS are great pay, great benefits, generous 403(b), fun company events, commuter benefits, and 3 weeks paid vacation.

Please provide code samples and URL's of previous applications you've developed. Candidates who provide links to their GitHub profiles or personal websites with technical articles and/or code samples will receive priority.

Is This You:

Required Skills
Expert knowledge of HTML5, CSS3, and associated web standards
Experience writing modern Javascript (ES6/ES2015, ES2017, Typescript, etc).
Experience with front-end frameworks such as React or Vue.js
Experience with modern front-end tooling (Babel, webpack, gulp, parcel, etc.)
Proficiency in building responsive web applications
Knowledge of UI/UX design concepts, pattern libraries, style guides, etc.
Basic command line proficiency (Linux and/or Mac OS X preferred)
Experience with Git or a similar version control system
Experience with AWS or similar cloud service providers
Desired Skills
Experience doing test driven development with Jest, Jasmine, Mocha/Chai/Sinon, Karma. Integration testing with Selenium.
Experience with server side development (node.js, express, etc.)
Basic knowledge of GraphQL
Experience with additional programming languages (clojurescript, Typescript preferred)
Accessibility
Our Mission:

To advance and diffuse the knowledge of physics for the benefit of humanity, promote physics, and serve the broader physics community, we:
Provide a welcoming and supportive professional home for an active, engaged, and diverse membership
Advance scientific discovery and research dissemination
Advocate for physics and physicists, and amplify the voice for science
Share the excitement of physics and communicate the essential role physics plays in the modern world
Promote effective physics education for all
The core values that drive our mission are:
The Scientific Method
Truth and Integrity
Diversity, Inclusion, and Respect
Partnering, Cooperation, and Open Collaboration
Speaking Out
Education and Learning
The American Physical Society is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, ethnic or national origin, ancestry, pregnancy (including childbirth or related condition), citizenship, familial status, mental or physical disability, veteran status, genetic information, other non-disqualifying disability, or any other characteristic protected by law.

We welcome you to apply today!",3.1,"American Physical Society
3.1","Ridge, NY",-1,201 to 500 Employees,-1,Nonprofit Organization,Publishing,Media,$50 to $100 million (USD),-1
67,SCADA Programmer/Developer,-1,"Responsibilities:
Provide program enhancements and support for SCADA host application software - Ignition
Develop, design, implement and support SCADA HMI (Human-Machine-Interface) screens in Ignition SCADA system
Work with field and office personnel on the setup and configuration of new devices and facilities in the SCADA system and resolve any data or communication issues.
Provide phone, email, and/or face-to-face end user support for SCADA application systems - this includes field and corporate end users
Develop and/or improve on existing techniques and processes
Additional duties and responsibilities, as assigned
Minimum Requirements:
Bachelor's in Information Technology, Management Information Systems, Computer Science, or similar technically related field
3+ years' experience in a similar role
Strong attention to detail
Excellent communication skills
Must be a self-starter with the ability to work in a fast-paced, team environment.
Proficient with SQL tools and relational databases
Proficient in c++ and socket programming
Experience working on low level protocols (e.g. ISO 7816)
Ability to work and communicate effectively in a team environment
Ability to work on-call
Preferred Requirements:
SCADA experience in the oil and gas industry
HMI Design and Development experience
Proficient in T-SQL programming
Proficient in Python
Proficient with Ignition SCADA software
Development experience particularly in Python, SQL, .NET
Proficient in .NET development using C#
Knowledge of SQL Server Reports

This staff position, based in Midland, Texas or Farmiington, NM will report to the VP Operations. The SCADA Programmer Analyst will develop and support the SCADA capabilities for our Production Operations Department. This position will entail about 75% development and 25% support, configuration and administration duties. Hours: Mo-Fr 7:00a - 4:30p (evening / weekend on-call as needed).

This is a challenging position and requires first and foremost a very detailed-orientated person with high energy and exceptional problem-solving skills. They must be highly motivated, have excellent communication skills, can work complex problems to resolution, and be able to work in a team environment.",-1,Advanced Telemetrics,"Farmington, NM",-1,51 to 200 Employees,-1,Unknown,-1,-1,Less than $1 million (USD),-1
68,Senior Software Engineer,-1,"SENIOR SOFTWARE ENGINEER *
Resonant Sciences is recruiting for a talented and creative problem solver to join our team. You will be involved in the complete development life cycle, seeing your design evolve from technical specification into a finished product.
ESSENTIAL FUNCTIONS: *
• Collaborate with analysts and designers in the development and initiation of new software programs and applications.
• Consistently write, translate and code software programs and applications according to specifications.
• Analyze risk and report problems in meeting technical and functional requirements.
• Administer diagnostic analysis of test results and deliver solutions to critical areas.
• Interact regularly with managers and clients to field queries and questions.
QUALIFICATIONS: *
• BS Degree in Engineering with five years’ experience, or MS Degree in Engineering with two years’ experience, or PhD with zero years’ experience.
• Must be eligible to get or maintain a Secret Clearance. Active clearance is preferred.
AIX: *
• Knowledge of AIX V6.1 and V7.1 Operating Systems on Power6, Power7, and Power 8 servers, NIM, AIX Virtualization, PowerHA
• Installation and configuration of VIOS and client configurations
• Knowledge of account and SSH security concepts and policies
• Proven experience working with virtualized platforms (LPARs)
• Responsible for AIX, VIO, microcode, and firmware upgrades
LINUX: *
• Knowledge of SuSE Enterprise Linux 9, 10, 11 and 12
• Responsible for patching and firmware upgrades
• Knowledge of account and SSH security concepts and policies
• Experience with LVM and multipathing
Preferred (applicable to any OS): *
• Shell scripting and automation skills
• Ability to debug and troubleshoot network, performance and software issues
• Good understanding of network components and load planning
• Good understanding of High Availability and Load Balancing
• Proven experience working with HP hardware and VMWare virtualization
• Knowledge with installation, configuration and maintenance of NetBackup clients
WHO ARE WE?*
Resonant Sciences is a research and development firm located in Dayton, Ohio, focused on developing and transitioning innovative technologies and solutions to developmental and operational platforms. Our areas of expertise include radome and antenna design and fabrication, custom electronic solutions, and RF measurements of materials, antennas, radomes, and subsystems. Our technical staff is nationally recognized for contributions to their respective areas of specialization and have a proven ability to design, develop, and transition hardware from laboratory prototypes to real-world fielded hardware.
WHAT’S IN IT FOR YOU?*
• Become part of a high-tech work environment that is highly impactful, exciting and collaborative.
• Flexible working environment that enables our employees to balance work and personal life.
• A comprehensive benefits package that includes medical, dental, vision and prescription benefits with extremely low employee cost share for you and your eligible dependents.
• A well-funded Health Spending Account with standard account fees paid by Resonant Sciences.
• 10 Federal Holidays (6 Standard, 4 Floating).
• A flexible Paid Time Off plan for employees.
• A generous retirement plan, subject to plan, IRS and ERISA rules.

Job Type: Full-time

Benefits:
401(k)
Dental insurance
Disability insurance
Flexible schedule
Health insurance
Life insurance
Paid time off
Retirement plan
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Security Clearance Required:
Secret (Preferred)
Work Location:
One location
Company's website:
www.resonantsciences.com
Work Remotely:
No",-1,Resonant Sciences LLC,"Dayton, OH",-1,1 to 50 Employees,-1,Company - Private,Aerospace & Defense,Aerospace & Defense,Less than $1 million (USD),-1
69,Software Developer,-1,"Job Location
Scottsdale, AZ or Remote

Job Description
Allstate Identity Protection provides industry-leading employee identity protection and advanced threat intelligence that enable its clients to combat an ever-changing cyber threat landscape. Our headquarters is in Scottsdale, Arizona. We are passionate about our culture and offer team members rewarding opportunities in a fast-growing, dynamic environment.

Summary/Objective
Allstate Identity Protection is one of the leading providers of cyber threat intelligence solutions. Our priority is to maintain the security of our participants. We are looking for full-stack Javascript developers who can help develop a new line of web-based products related to participant privacy. The best candidates will have experience building React UI components using modern best practices in design, implementation, and testing considerations as well as integration with Python and JS-based back ends.

Essential Functions
• Work with a small team of engineers, to ensure product delivery and best engineering practices.
• Develop solutions to deliver privacy features via internal and externally-exposed APIs.
• Enhance existing privacy-related data administration portal.
• Setup continuous delivery process to enable continuous iteration on solutions.
• Work in an agile, highly collaborative and agile environment with a lean team.
• Customize and adapt to engineering best practices tools and applications like JIRA, Confluence, Postman, etc.
• Help support team in resolving the customer issues related to the product.
• Review code, lead refactoring activities, provide guidance from technical perspective for all members of a project.
• Train and mentor new team members.

Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Competencies
• Business Acumen
• Communication
• Consultation
• Critical Evaluation
• Ethical Practice
• Global & Cultural Awareness
• Technical Capacity

Supervisory Responsibility
This position does not necessarily have direct reports but will require strong teamwork and may require support or management of external off-shore/third party teams.

Work Environment
This job offers remote work or you can work within one of our professional office environments.

Position Type/Expected Hours of Work
This is a full-time position. Days and hours of work are Monday through Friday, 8:30 a.m. to 5 p.m. Remote work from home.

Travel
Travel is primarily local during the business day, although some out-of-area and overnight travel may be expected.

Required Education, Experience, and Skills
• 5-8 years Javascript experience building products/solutions that are performant with big data sets. Experience with Node.js and React.js, Vue.js, or Angular.js
• In-depth understanding of user authentication flows and session management
• Strong experience working with GitFlow
• Familiarity with Test Driven Development practices
• Strong written and verbal communication skills
• Solid understanding of application vulnerabilities and security
• Experience working in a team utilizing an agile approach
• Strong analytical, problem solving skills, excellent verbal and written communication skills
• Self-starter with excellent interpersonal, motivational, and facilitation skills
• Bachelor’s Degree in Computer Science or other technical field a plus; equivalent experience will be considered
• Strong, proven problem-solving skills with the ability to quickly analyze the most expedient method to recover business operations
• Must be committed to a culture of continuous improvement
• Exceptional customer service skills, in addition to extensive experience working in a team-oriented, collaborative environment.
• Must be able to communicate effectively with users, executives and senior leaders at all levels
• Ability to effectively prioritize and execute tasks
• Passionate about technology. Loves to explain the technology and has a gift for concisely explaining complex topics
• Able to develop and maintain effective working relationships with individuals with both technical and non-technical staff.
• Excellent skills in critical thinking and analysis, meeting facilitation, verbal and written communications, and interpersonal interactions (e.g., partnering, conflict management, mediation, etc.).

AAP/EEO Statement
InfoArmor is an Equal Opportunity Employer

Other Duties
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.

Other Duties
#Req319.321",3.8,"InfoArmor
3.8",Remote,-1,201 to 500 Employees,-1,Company - Private,Security Services,Business Services,$100 to $500 million (USD),-1
70,Software Engineer,-1,"Job Title: Software Engineer

What you would do here:


As our highly motivated full-stack Software Engineer, you will work on an agile team delivering value at every increment to our customers and internal team members. Within this position you will be required to thoroughly understand modern software development techniques (TDD, CI/CD, pair & mob programming) and working on an agile team. You must also show the capacity to work in a fast-paced and innovative software development environment. To be effective, you must be self-motivated and work well in a team as well as independently.

You will be a key part in every stage of the development process.
You will work with closely with the business to understand the requirements.
You will work with the product owner to translate those requirements into work items for the backlogs.
When the time is right, you will participate with the other software engineers in designing the solution that will best meet the needs of the both the customer and the business.
You will be hands on keyboard as you pair with others from the team to build the designed solution.
You will be a key contributor to testing what you and others on the team build to ensure that it successfully meets the design requirements.
You will work with the team to ensure the finished product is deployed successfully to dev and production environments.
Once in production, you and the other team members will provide support to the business on the delivered product.
What we look for in a team member:
Highly collaborative team player mindset we succeed or fail together
Dedication to developing quality software quality is everyones responsibility
Passion we call it GAF (geek after five) Maybe its IoT, running, crafting, family, wood-working, birding, whatever it ishave a passion or more than one
Learning and continuous improvement we all have some growing to do
Communication skills we are in constant communication whether its in person or remotely
What you already know and have done:
Worked within an agile team to design, implement, and deliver value at a regular interval
Worked daily with business partners to understand their need and co-develop a solution
Designed and developed web applications, mobile apps, and other cloud-based solutions
Written unit, integration, and automated tests
Reviewed code written by your team members
Utilized continuous integration to ensure high quality code is being delivered
Participated in both pair and mob programming approaches
Provided support for the solutions youve produced
Continued to further your education by acquiring certificates to learn and stay current on technology, best practices, and software development methodologies.
Designed and built automation solutions to reduce manual efforts and increase team efficiency
Ideally you have:

A strong desire to learn and grow
Bachelors Degree in computer science, computer technology, etc. or equivalent work experience
Development skills using Microsoft-based technologies including C#, SQL Server, Visual Studio, Entity Framework, various .NET frameworks, LINQ, ASP.NET, MVC, SSRS, PowerBI, Azure DevOps, Xamarin
Additional critical competencies such as Salesforce, Sitefinity, React, AMPscript, JavaScript, HTML, CSS, Azure PaaS technologies
Experience in Agile development methodologies and release management techniques
Positive interpersonal and communication skills, including the ability to listen, ask probing questions and ensure accurate understanding of the need
Why Seven Corners?

At Seven Corners, we are innovators and problem-solvers, focused on a common mission: to protect travelers while building loyal customers, inspiring our team members, and driving value for our partners. Each and every day, our core values: customers come first, we innovate, we do the right thing, we own the solution, and we are precise inform every decision we make and empower our employees to keep reaching higher. As a leader in global travel insurance, we provide comfort and support to our customers wherever their adventures take them. Seven Corners is committed to helping our team members grow and thrive throughout their careers. Join our team and start your journey today.

Seven Corners hires for culture fit and aptitude over technical skills and experience. If you have the aptitude and attitude, we can help you grow your career through training, mentoring, increasing responsibility, and being around other rock star employees.

Learn more at https://www.sevencorners.com/corp/careers

Seven Corners, Inc. is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, age, status as a protected veteran, among other things, or status as a qualified individual with disability",3.8,"Seven Corners
3.8","Carmel, IN",-1,201 to 500 Employees,1993,Company - Private,Insurance Carriers,Insurance,$50 to $100 million (USD),-1
