Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
DAYTIME Dishwasher and Food Prep,-1,"DISHWASHER: *
FREE* Smoothies! Join our Team and earn *FREE* smoothies every shift you work. We are looking for a Dishwasher to focus on FOH & BOH dishes. Maintain a clean kitchen, properly sort soiled dishes and prep and rotate foods & supplies as needed. Keep dish areas organized and free from clutter. Ensure proper supplies are stocked and full at all times (cups, lids, straws, napkins, etc.) Maintain clean floors at all times during the shift.
We want people on our Team who believe in, and live the Smoothie King mission; Inspire people to live a healthy and active lifestyle. Training will consist of several paid shifts, some in-store and some via the Smoothie King on-line training platform. If you want to work in an active, healthy, clean, grease-free and fun environment - go ahead and MASH that “apply now” button and get a FREE 20 oz. Smoothie during your shift!

Several Shifts available between our hours of operation:

M-F: 6:30a-9:30p

Sat.: 7:30a-9:30p

Sun.: 9:30a-8:30p

Dishwasher Job Responsibilities:
Maintains a clean kitchen, properly washes and sorts soiled dishes, and preps foods as needed. Keeps dish area organized and free of clutter.
Maintains Blender Stations and sinks.
Maintains clean floors throughout the shift.
Clean & Sanitize Guest Waiting Areas as needed
Clean & Sanitize Restrooms on a regular schedule or as needed.
Regularly lift/move 55 lb. containers
Comply with Smoothie King dress code & policies (including facemasks)
Properly washes, stacks, and stores food containers.
Changes water of sinks as needed as required by business levels, and properly uses chemical dilutions set by EcoLab.
Assists in the timely storing of food deliveries.
Maintains trash containers throughout the shift and removes full trashcans and boxes at the end of each shift.
Takes trash out to dumpster.
Breaks down ALL boxes.
Maintains the dry storage as well as the cleanliness and organization of storage shelves.
Assists in food prep and any other duties set forth or requested by the Shift Leader, AGM, GM as needed.
Dishwasher Qualifications / Skills:
Customer service
Planning and multi-tasking
Self-motivated with a high energy level
Verbal communication
Job Types: Full-time, Part-time

Pay: $8.00 - $10.00 per hour

Benefits:
Employee Discount
Flexible Schedule
Schedule:
Day shift
Holidays
Monday to Friday
Weekends
Supplemental Pay:
Tips
Location:
Westfield, IN 46074 (Required)
Shifts:
Morning (Required)
Mid-Day (Required)
Working Days:
Monday (Preferred)
Tuesday (Preferred)
Wednesday (Preferred)
Thursday (Preferred)
Friday (Required)
Saturday (Preferred)
Sunday (Preferred)
Work Location:
One location
Typical start time:
7AM
Typical end time:
10PM
Pay Frequency:
Bi weekly or Twice monthly
This Job Is:
A job for which military experienced candidates are encouraged to apply
Open to applicants under 18 years old, provided it is legally allowed for the job and location
Open to applicants who do not have a high school diploma/GED
A good job for someone just entering the workforce or returning to the workforce with limited experience and education
Open to applicants who do not have a college diploma
Company's website:
www.smoothieking.com
Company's Facebook page:
https://www.facebook.com/SKWestfield/
Work Remotely:
No",-1,Smoothie King Westfield,"Westfield, IN",-1,-1,-1,-1,-1,-1,-1,-1
Senior Angular Developer - DC -SECRET CELARANCE REQUIRED,-1,"Senior Angular Developer
Security Clearance: * Must have active DoD Secret Security Clearance.
Citizenship: *US
Experience: *+7 years development, plus 5 years Angular experience in performing the specified functions.
Required Certifications: * None.
Security + (CE) preferred
Position Requirements: *
The primary requirement for this position is being a front end or full stack developer for a COTS application that will include multiple Angular, JavaScript, NodeJS and Java based services. The position will require direct interaction with customers and Experience with handling large volumes of e-mail and communication.

Tasks and assignments will include:

· Serve as the support developer for application requirements

· Developing server-side code for internal and external web applications.

· Writing unit tests, automated regression tests and tracking defects as they occur.

· Developing applications using Angular 5 (or later)

· Maintaining a high level of security and code reusability.

Required Skills*:

· +7 years of experience as a software engineer

· +5 years experience with Angular 5 (or later)

· Excellent client-side HTML/CSS/JavaScript/AJAX skills and experience

Desired Skills*:

· Ability to create wireframes and responsive designs that result a great user experience

· Experience building reusable components and front-end libraries to speed development and maintain consistency

· Familiarity with cross-browser testing and debugging

· Experience with GIT, JIRA, Confluence, and the Atlassian suite of tools

· Experience working in a SCRUM-based Agile environment

· Experience with ServiceNow scripting

Job Type: Full-time

Pay: $110,000.00 - $135,000.00 per year

Benefits:
401(k)
401(k) matching
Dental insurance
Employee discount
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Referral program
Vision insurance
Schedule:
Monday to Friday
Experience:
Software Development: 7 years (Required)
Angular 5: 5 years (Preferred)
Education:
Bachelor's (Preferred)
License:
Security+ CE (Preferred)
active DOD SECRET clearance (Required)",3.1,"Prometheus, LLC
3.1","Washington, DC",-1,1 to 50 Employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1
Warehouse Attendant (Package Handler),-1,"Hourly pay rate:
Earn $16.00-$19.00/hr*, plus benefits
The base pay for this role is $16.00/hr. We are offering temporary shift premiums through Dec 2020.
Earn $3/hr more when you select an early morning (3:00am-7:00am) shift for $19.00/hr pay*

Location:
Stoughton, MA
Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Seasonal part-time jobs available now. Training is provided, no experience necessary.

Amazon remains open as an essential business to serve our communities delivering critical supplies directly to the doorsteps of people who need them. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page.
Join Amazon and become part of the dedicated team that gets orders ready for customers.
Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Here are some of the things you’ll get to do:
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers
This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed.
You’ll work about 15-20 hours for part-time and 35-40 for full-time each week. Weekday and weekend hours are available. If you’d like to work more hours, you can choose to work more shifts when they are available.
Candidates must be 18 years or older with the ability to read and speak English for safety purposes.

Reasons you’ll love working here:
Health and safety are a top priority with all of our roles and sites. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep people healthy.
Career development: Many of our entry-level employees become leaders in operations, HR, and other areas. See where your Amazon journey can take you.
Earn more: You can expect a competitive wage and reliable pay check when you work for Amazon.
Benefits: Our range of benefits can include health care starting on day one, employee discounts, 401(k) savings plans, paid time off and more! Find out which benefits you'll get after you choose your role with us.
Flexible hours: Choose from available shifts to create a part-time schedule that works for you.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
PandoLogic. Keywords: Warehouse Worker, Location: Avon, MA - 02322",3.9,"Amazon
3.9","Avon, MA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
2nd Shift - Process Operators!! $14.75hr!,-1,"_We are looking for positive-minded, dependable team players to join our growing company! If you are looking for a place to grow with, King's Command Foods is the place for you!_*
ESSENTIAL FUNCTIONS OF PROCESS WORKER POSITION: *
Sort through RTE and raw product as it comes down conveyor, separate any defective product and remove it from processing.
Remove box from stack, line box for finished product, place appropriate count (or weight) of product into lined box, close box if applicable and place box on conveyor.
Perform other duties as assigned.
Must be able to perform all job functions safely in accordance with food safety and quality standards.
Ability to attend work consistently.
Previous manufacturing experience preferred.
ESSENTIAL FUNCTIONS OF MACHINE OPERATOR POSITION: *
Oversee machine operations to provide for day-to-day control of assigned activities within the department.
Make sure the correct percentage of frozen blocks are put into each combo.
Make sure that proper meat is being used at all times.
Make sure boxes or anything else around should never be touched in between handling blocks.
Use proper lifting techniques when moving frozen meat blocks to prevent injuries.
Ensure all procedures of LOTO are followed when the machines are jammed or at the end of shift to take the machine apart.
Report any deficiencies to the Production Supervisor.
Check plates on all the fine grinders between breaks to ensure there is no metal or bones and document what is found.
Complete required paperwork daily.
Train employees that are assigned to be Machine Operators.
Ensure that the correct batches are to spec.
Must have previous machine operating experience.
ESSENTIAL FUNCTIONS OF LINE LEADER POSITION: *
Responsible for coordinating the line and directing the process workers on assigned lines.
Ensuring that each line is performing their duties properly.
Ensuring that each line has all of the necessary equipment to run their line.
Perform all other duties as assigned.
Must be able to perform all job functions safely in accordance with food safety and quality standards.
Must have previous leadership experience.
_American Foods Group, LLC is an Equal Employment Opportunity / Affirmative Action Employer._* _All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or any other legally protected status. Applicants with a disability who require a reasonable accommodation for any part of the application or hiring process can contact Human Resources at the location(s) where you are applying. American Foods Group, LLC will not discriminate against applicants who inquire about, disclose or discuss their compensation or that of other applicants. American Foods Group, LLC participates in the E-Verify program in certain locations as required by law_
Job Type: Full-time

Pay: $14.75 - $16.00 per hour

Benefits:
401(k) matching
Dental insurance
Disability insurance
Employee assistance program
Flexible spending account
Health insurance
Life insurance
Referral program
Vision insurance
Schedule:
8 hour shift
Day shift
Monday to Friday
Night shift
Overtime
Weekends
COVID-19 considerations:
To keep our employees safe, we have installed barriers at each break table, issued masks, and do temperature checks each morning.

Experience:
manufacturing: 1 year (Preferred)
Work Location:
One location
Pay Frequency:
Weekly
Company's website:
https://www.americanfoodsgroup.com/
Benefit Conditions:
Waiting period may apply
Work Remotely:
No",2.8,"King's Command Foods
2.8","Versailles, OH",-1,201 to 500 Employees,1953,Company - Private,Food & Beverage Manufacturing,Manufacturing,$50 to $100 million (USD),-1
Warehouser (Package Handler),-1,"Hourly pay rate:
Earn $16.00-$19.00/hr*, plus benefits
The base pay for this role is $16.00/hr. We are offering temporary shift premiums through Dec 2020.
Earn $3/hr more when you select an early morning (3:00am-7:00am) shift for $19.00/hr pay*

Location:
Stoughton, MA
Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Seasonal part-time jobs available now. Training is provided, no experience necessary.

Amazon remains open as an essential business to serve our communities delivering critical supplies directly to the doorsteps of people who need them. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page.
Join Amazon and become part of the dedicated team that gets orders ready for customers.
Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Here are some of the things you’ll get to do:
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers
This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed.
You’ll work about 15-20 hours for part-time and 35-40 for full-time each week. Weekday and weekend hours are available. If you’d like to work more hours, you can choose to work more shifts when they are available.
Candidates must be 18 years or older with the ability to read and speak English for safety purposes.

Reasons you’ll love working here:
Health and safety are a top priority with all of our roles and sites. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep people healthy.
Career development: Many of our entry-level employees become leaders in operations, HR, and other areas. See where your Amazon journey can take you.
Earn more: You can expect a competitive wage and reliable pay check when you work for Amazon.
Benefits: Our range of benefits can include health care starting on day one, employee discounts, 401(k) savings plans, paid time off and more! Find out which benefits you'll get after you choose your role with us.
Flexible hours: Choose from available shifts to create a part-time schedule that works for you.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
PandoLogic. Keywords: Warehouse Worker, Location: East Walpole, MA - 02032",3.9,"Amazon
3.9","East Walpole, MA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
CDL Class A Route Delivery Driver,-1,"Come into the Prescott Valley warehouse to fill out an application and ask for the Operations Manager.*
Canyon Distributing is a local beverage distributor with three locations across Arizona. Our company is currently seeking hard working and motivated *Class A CDL Drivers *for local routes out of our Prescott Valley distribution center. This position allows you to be home every night and enjoy weekends off!

The base salary is $37,000 plus up to $6,400 of performance incentives.
Responsibilities*
This position is Tuesday through Friday, 10-12 hour days.

The job averages 40-50 hours per week and includes handling packages of beer and occasional handling of kegs that can weigh upwards of 175 lbs.
Qualifications*
Class A CDL
Clean driving record
Strong work ethic
Great customer service skills
Responsibilities*
Stack cases and kegs
Use a dolly and an electric pallet jack
Check in orders with customers
Stock and rotate product
Collect payment
Comprehensive Benefits Package*
Health, Life, and Disability Insurances
401(k) Retirement Plan with Employer Match
Paid Holidays and Vacation
Job Type: Full-time

Pay: $37,000.00 - $43,400.00 per year

License:
CDL A (Required)
Benefits:
Health insurance
Retirement plan",-1,Canyon Distributing,"Prescott Valley, AZ",-1,501 to 1000 Employees,-1,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Less than $1 million (USD),-1
Amazon Warehouse Worker - Earn $16.75/hr or more!,-1,"Seasonal Warehouse Team Member - $1000 Sign-On Bonus

Hourly pay rate: $16.75 - $19.75* plus a $1000 Bonus**
The base pay for this role is $16.75/hr. Earn $3/hr extra for the 3:30am or 4:00am shift through Dec 31 2020
* ""Limited-time Opportunity""
Part-time and full-time hours are available. This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed. Work up to 40 hours each week. Shifts are 3-5 hours. Choose up to 10 shifts each week based on schedule and availability.

Your schedule will be based on availability and the preferences you selected in your application.

Warehouse Sort Team

Location: Robbinsville, NJ

Job opportunities vary by location. We update postings daily with open positions.

Shifts: Overnight, Sunrise, Day, Evening, Weekend

Training is provided, no experience necessary.

It’s no small job to get every order from click to customer door. Our sort centers are the first stop on the journey from the warehouse. You’ll be up on your feet moving and sorting packages between trucks.

Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers

Health and safety are always a top priority for us. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep everyone healthy. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page.

This part-time role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed.
You’ll work about 20-25 hours each week. Weekday and weekend hours are available. If you’d like to work more hours, you can choose to work more shifts when they are available.
Candidates must be 18 years or older with the ability to read and speak English for safety purposes.

Reasons you’ll love working here:
Health and safety are a top priority with all of our roles and sites. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep people healthy.
$1,000 Sign On Bonus
Career development: Many of our entry-level employees become leaders in operations, HR, and other areas. See where your Amazon journey can take you.
Earn more: You can expect a competitive wage and reliable pay check when you work for Amazon.
Benefits: Our range of benefits can include health care starting on day one, employee discounts, 401(k) savings plans, paid time off and more! Find out which benefits you'll get after you choose your role with us.
Flexible hours: Choose from available shifts to create a part-time schedule that works for you.

Basic qualifications:
High school, GED, or equivalent diploma
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.9,"Amazon Workforce Staffing
3.9","Sayreville, NJ",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Full Stack Java / Angular Software Engineer,-1,"We are seeking a full stack software engineer with 3+ years of Java / Angular professional programming experience in building high-performance, scalable, enterprise-grade applications. The right candidate must be a self-starter, and demonstrate excellent problem-solving skills. The roles and responsibilities of a Java / Angular developer include developing Java / Angular applications in full software development lifecycle, from design and development to testing. You will be working with our talented engineers in delivering high-volume business applications for mission-critical enterprise systems.
Responsibilities*
Learn and implement company’s existing mobile framework
Support the entire application lifecycle (concept, design, test, release and support)
Write well designed, testable, efficient code
Discover, evaluate, and utilize new technologies within the mobile landscape
Ensure designs and deliverables are in compliance with specifications
Build new features end-to-end through prototyping, validation, implementation, launch, and further iteration
Support continuous product improvements by researching alternative approaches or technologies
Troubleshoot and debug errors, and deliver quality code with attention to details
Requirements*
Self-Starter, self-managing with strong initiative, and a team player with an Entrepreneurial Attitude as well as attention to detail
At least 3 years of experience working with object-oriented programming languages
At least 3 years of working experience in Java / Angular development
Possess knowledge of web technologies (TypeScript, JavaScript, Angular, CSS, JQuery, or ASP.NET)
Must have work experience in Relational Databases (SQL Server and Oracle)
Excellent knowledge of in-memory data structures and key-value databases.
Able to learn new technologies on own without formal training
Experience with Kendo UI is a plus
Working knowledge with Amazon AWS, specifically with EC2, EBS and S3 is a plus
Experience working in Linux environments
Must be professional and have the ability to write functional definition documents
Education Required*
BS or MS in Computer Science, Computer Engineering, or related field (mathematics, EE)

Job Type: Full-time

Benefits:
401(k)
Health insurance
Paid time off
Schedule:
Monday to Friday
Experience:
Java/Angular Development: 3 years (Required)
Education:
Bachelor's (Required)
Work Location:
One location
Company's website:
www.interprosoft.com",3.8,"InterPro Solutions
3.8","Stoneham, MA",-1,1 to 50 Employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1
CDL A Truck Driver,-1,"Morse Lumber Morse Sash & Door *
340 West Main Street 40 Jarley Road
Rochester, New York 14608 Rochester, New York 14623
CDL-A TRUCK DRIVER JOB POSTING *
SUMMARY*: The Truck Driver will transport materials from the lumber yard to job sites in a safe and timely manner. Loads and unloads materials manually or mechanically by following company delivery guidelines.
POSITION*: *CDL-A TRUCK DRIVER *
DEPARTMENT*: Morse Lumber Shipping Dept.
REPORTS TO: * Operations Supervisor
HOURS: *M-F, 7AM-3:30PM, occasional overtime on Saturdays
WORK AUTHORIZATION: * _US Person (US Citizen or Permanent Resident) _
COMPETENCIES: *
• Teamwork.

• Organizational Skills.

• Quality Focus.

• Communication Proficiency.

• Time Management.

• Safe Driving.

• Decision Making.
ESSENTIAL FUNCTIONS: *
• Verifies load against shipping paperwork.
• Drives truck to destination.
• Loads and unloads truck.
• Straps truck in a safe manner and within DOT guidelines.
• Maintains telephone or radio contact with supervisor to receive delivery instructions.
• Unloads and stacks material by raising and lowering lifting device.
• Maintains truck log per state and federal regulations.
• Positions forks, lifting platform, or other lifting device under, over or around loaded pallets, skids, boxes, products or materials and transports load to designated area.
• Conducts a pre-trip inspection per DOT standards.
• Inspects truck equipment and supplies such as tires, lights, brakes, gas, oil, and water.
• Performs regular and emergency roadside repairs such as installing light bulbs & fuses.
• Performs material pickups from job site.
• Performs yard and building maintenance.
• Backup to shipper/operator.
• Follow specific work instructions and best practices to safely and accurately complete daily work assignments.
• Communicate problems, concerns, and ideas to management. Identify process improvements.

• Maintain a clean, neat, and orderly work area.
• Participate in all assigned training programs and adhere to all guidelines.
• Develop and maintain excellent customer service to internal and external customers.
• Performs other duties as assigned.
KNOWLEDGE/SKILLS/EDUCATION: *
• Knowledge of and ability to operate a forklift.
• Physically demanding job that requires being able to sit and stand for duration of shift.
• The employee must regularly lift and/or move up to 25 pounds and occasionally lift and/or move up to 100 pounds.
• Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception and ability to adjust focus.
• Basic math and reading skills to perform job tasks and complete necessary paperwork.
• Ability to follow oral and/or written instruction.
• Employee must be reliable, punctual, and safety-minded, with a strong work ethic.
• It is also important that you display a positive, helpful demeanor, and a commitment to providing the best in customer service.
• High School Diploma/GED equivalent preferred.
• Clean CDL Class A or B Driver’s License (CDL Drivers) Clean New York State Driver’s

License (Non-CDL Drivers).

MINIMUM EXPERIENCE*:

• 3 years driving truck with CDL license experience preferred.
SUPERVISORY FUNCTIONS AND SKILLS: *
• This position has no supervisory responsibilities.
WORKING CONDITIONS: *
• While performing the duties of this job, the employee is regularly exposed to moving mechanical parts, fumes, or airborne particles, outside weather conditions and vibration.
The noise level in the work environment is usually loud.
COMPANY: * Wm. B. Morse Lumber Company started in Rochester New York over 167 years ago. The Morse companies provide quality building materials to the construction trades, while treating our customer and employees fairly and honestly. We are a growing company where you will have the opportunity to grow with us.
Wm. B. Morse Lumber Co. provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.

This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfers, leaves of absence, compensation, and training.

Morse Lumber: 585.328.1400 | Morse Sash & Door: 585.475.1010 | www.morselumber.com

Job Type: Full-time

Pay: From $18.00 per hour

Benefits:
401(k)
401(k) matching
Dental insurance
Employee discount
Health insurance
Paid time off
Referral program
Vision insurance
Schedule:
Day shift
Home daily
Monday to Friday
Overtime
Weekends
Year round work
COVID-19 considerations:
To keep our emplyees safe we provide masks and hand sanitizer. Our offices and warehouse are cleaned regularly.

Experience:
driving: 3 years (Preferred)
Truck Driving: 3 years (Required)
Work authorization:
United States (Required)
Trucking freight handling:
Using pallet jack/forklift
Type of Freight:
Flatbed
Trucking route:
Local
Orientation location:
340 West Main Street, Rochester, NY 14608
This Job Is:
A job for which military experienced candidates are encouraged to apply
Open to applicants who do not have a high school diploma/GED
A “Fair Chance” job (you or the employer follow Fair Chance hiring practices when performing background checks)
A job for which all ages, including older job seekers, are encouraged to apply
Open to applicants who do not have a college diploma
Company's website:
https://morselumber.com/
Company's Facebook page:
https://www.facebook.com/morse.lumber?fref=ts
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
No",-1,Wm. B. Morse Lumber Company,"Rochester, NY",-1,51 to 200 Employees,-1,Company - Private,Construction,"Construction, Repair & Maintenance",Less than $1 million (USD),-1
Systems Engineer,-1,"Systems Engineer*
R&S Solutions, LLC*
Classification*
Exempt
Reports to*
Director of IT Infrastructure and Operations
JOB DESCRIPTION*
Summary/Objective *
The position will work with a team of technical professionals to support systems spanning a diverse computing infrastructure that includes a variety of applications, servers, and databases. The team manages systems that support the operation and mission of the entire business. This is a full-time, advanced-level position that reports to the Director of IT Infrastructure and Operations
Essential Functions *
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Installation, configuration and administration of mission critical applications operating on Windows/Linux/Unix servers in both on and off-premises environments.
Formulate system architectures and develop supporting implementation plans.
Develop, publish, and maintain technical system documentation.
Knowledge of IT change management methodologies and independent verification and validation processes for IT systems.
Evaluate engineering change proposals against baselines and processes.
Implementation and maintenance of system security configurations in accordance with industry standards.
Installation of application upgrades and patches in test and production environments.
Conduct vendor evaluations and make recommendations to management.
Experience with various web servers on multiple platforms.
Experience with relational databases.
Understanding of SSL, SOAP/WSDL/REST services.
Experience with Windows based print servers.
Administer networking equipment including VPN, switches, firewalls, DNS, DHCP servers.
Knowledge of the functions and capabilities of IT hardware and software in multiple layers of the technology stack.
Understanding of Cloud Computing environments, services, capabilities, architectures, and integration methods.
Ability to solve problems in a collaborative and mutual manner based upon the needs of multiple parties.
Monitor hardware and supporting software for the purpose of ensuring that resources are available and utilized effectively
Coordinate work assignments with other subject-matter experts.
Provide technical support and customer service directly to end users through the use of a ticketing system, telephone, electronic communication, and remote screen sharing.
Troubleshooting, diagnosis and timely resolution of system problems and issues engaging vendor support when appropriate.
Able to function in an on-call capacity during and after regular business hours.
Competencies*
Leadership
Business Acumen.
Communication Proficiency.
Customer/Client Focus.
Presentation Skills.
Problem Solving/Analysis.
Results Driven.
Strategic Thinking.
Technical Capacity.
Supervisory Responsibility*
This position has no direct reports.
Work Environment*
This job operates in a professional office environment. This role routinely uses standard office equipment such as computers, phones, photocopiers, filing cabinets and fax machines.
Physical Demands*
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.

While performing the duties of this job, the employee is regularly required to talk and hear. The employee frequently is required to stand; walk; use hands to finger, handle or feel; and reach with hands and arms and requires the ability to occasionally lift office products and supplies up to 20 pounds.
Position Type and Expected Hours of Work*
This is a full-time position, and hours of work and days are generally Monday through Friday, during day shift hours. Business meetings and customer activities may occasionally require work be conducted after hours or on weekends.
Travel*
This position requires 30-40% travel.
Required Education and Experience*
Understanding of Windows and Linux client and server architectures.
Proficiency in Bash and PowerShell scripting.
Experience with Microsoft IIS, Nginx, Apache or Tomcat.
Experience with Microsoft SQL, PostgreSQL or MariaDB databases.
Experience with cloud computing platforms including Microsoft Azure, Amazon Web Services.
Experience with VMware vSphere 6+.
Experience with Veeam 9+.
Imaging using proprietary Microsoft tools
Microsoft Active Directory, Group Policy Objects
Understanding of TCP/IP networking, firewalls, and industry best practices for securing server-to-server communications and client access to server resources.
Demonstrable diagnostic and troubleshooting skills.
Ability to lift equipment weighing up to 50 lbs.
Ability to simultaneously manage and organize several projects and regular duties.
Excellent oral and written communications skills.
Ability to work independently and be a “self-starter”.
Additional Eligibility Qualifications*
None for this position.
Work Authorization*
Must be able to work in the United States without sponsorship
Other Duties*
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.

Job Type: Full-time

Benefits:
401(k)
401(k) Matching
Dental Insurance
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Vision Insurance
Schedule:
Monday to Friday
Experience:
systems engineer: 6 years (Preferred)
Education:
Bachelor's (Preferred)
Application Question:
1. How many years of experience with cloud computing platforms do you have? List platforms and experience.
How many years of Microsoft Windows Server 2016+ experience do you have?
How many years of Active Directory administration do you have?
How many years of Linux experience do you have? Please list distributions and experience.
Do you have Ansible experience?
How many years of PowerShell experience do you have?
What web servers have you worked with and how many years of experience?
Please list relational databases and years of experience.
Do you have experience with VMware vSphere 6+?
Do you have experience with Veeam 9+?
What imaging technologies have you used?
Work Location:
One location
Company's website:
R&SSolutions.com
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
No",4.1,"R&S Solutions, LLC
4.1","Jackson, TN",-1,1 to 50 Employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
