Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
IT Systems Application Developer,-1,"Conservice is currently seeking highly skilled professionals to join our growing team! With over 140 IT team members, Conservice offers competitive salaries, an AGILE development style, and room to grow and develop. Our department is centered around a team structure, allowing for collaboration and diverse skill sets. If this sounds like the opportunity for you, apply!

Responsibilities:
Maintain and enhance some of our in house websites that use MVC with Kendo connecting to a backend that uses C# and Sql Server.
Develop software with Visual Studio for new solutions stemming from success growth and automation.
Design, develop, and troubleshoot database logic depending on specific application and database version, including SQL Server Management Studio.
Develop enhancements, with documentation, for existing software to help reduce manual errors using C#, ASP.NET MVC, and SQL.
Develop enhancements, with documentation, for existing software related to the visualization of data errors using C#, ASP.NET MVC, and SQL.
Develop and maintain existing software, with documentation, used to deliver data to and from different systems using standard, well-formed XML and JSON.
Troubleshoot problems and projects to create solutions for the growing and changing environment.
Perform standard office communication using Microsoft Office.
Required Skills:
Demonstrable knowledge of and prior experience in:
C#, ASP.NET MVC, Javascript, CSS, and SQL
Git version control
Troubleshooting existing software
Object Oriented Programming
Microsoft Visual Studio
Microsoft SQL Server Management Studio
Experience with the following is a plus, but not required:

Telerik products including Kendo UI
Blazor
Bootstrap
Required Education:
Bachelor's Degree in Management Information Systems, Computer Science, or related major.
1-3 year(s) experience in a web or back-end development or systems role
We are only accepting applicants that are eligible to be employed in the U.S. without the need for sponsorship*

Job Posted by ApplicantPro",4.1,"Conservice
4.1","Logan, UT",-1,1001 to 5000 Employees,2000,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),-1
Magento Developer / eCommerce Specialist,-1,"_Company_: US Water Systems, Inc

_Location_: Indianapolis, IN

_Job type_: Full-time
Who we are: *
We are a family owned water treatment business based out of Indianapolis, Indiana. Our eCommerce side of the business is expanding quickly, and we are in need of a web developer to join our marketing team. A willingness to continue to pursue development experience is a must, as the position will require growth and the drive for learning new technologies.
Job Description: *
This position will be responsible mainly for front end development with some basic backend development and maintenance on the eCommerce side of our rapidly growing online business. The desired candidate should have a strong e-commerce background as well as an understanding of cross-functional collaboration between internal marketing and development team members. This individual will have full ownership of backend management of our Magento 2 websites by leading and setting objectives for the development and marketing teams.
Ideal Candidate: *
· Passion for solving problems and captivating user experiences by using front-end architecture

· Seamlessly combines the art of concept to design with the discipline of programming in a fast-paced eCommerce storefront

· Displays critical thinking and self-discipline while not losing the ability to be creative and productive in all projects

· Superb in communicating technical solutions to team members and stake holders both verbally and in written documentation

· Interested in a long-term career within an industry and business with a proven track record of continuous growth
Key Skills: *
· XML, PHP, MySQL, Apache, Software architecture and best practices

· Easily Identify issues/errors and performance bottlenecks and provide suitable solutions

· Find ways to continually make improvements to development processes and lifecycle

· Have a solutions-based thought process

· Translate requirements and mockups into fully functioning websites using HTML/CSS/JS

· Continuously look for ways to improve conversion rates and implement A/B tests

· Rigorously educate yourself on the latest development techniques and best practices

· Implement new digital technologies or development techniques that help to meet company goals and business objectives

· Deliver the best technical implementations rooted in acquisition, conversion, and retention

· Understanding of conversion rate optimization or data-driven product development (analytics, a/b testing, etc.)
Desired experience: *
· XDebug or like tools to resolve code issues

· 2+ years of web application development experience

· Profiling, stress testing, unit testing and performance tuning

· Good working knowledge of frontend technologies: Javascript / CSS

· Experience working with Jira and the Atlassian suite

· Cloud hosting experience (EC2/RDS)

· Solid understanding of cross-browser/platform issues and code solutions

· Experience integrating dynamic content solutions with Sage, Quickbooks, WordPress, Salesforce, and APIs in general and ERP/stock management systems

· Understanding and ability to utilize jQuery

· Proficient in the Selection, installation, and customization of third-party Magento extensions

· Day-to-day Magento tasks including working through maintenance backlogs, resolving bugs, implementation and testing of security patches

· Proven ability to convert mockups into interactive digital experiences

· Ability to emulate existing HTML projects and create new ones that seamlessly integrate with existing code
We offer: *
Competitive salary
Flexible schedule
Employer matched 401k/Health/Dental/Vision
Great work environment
Job Type: Full-time

Pay: $51,000.00 - $65,000.00 per year

Benefits:
401(k)
401(k) matching
Dental insurance
Employee discount
Health insurance
Life insurance
Paid time off
Retirement plan
Vision insurance
Schedule:
8 hour shift
Monday to Friday
On call
Weekends
COVID-19 considerations:
We are an essential business. Our operations will not shut down during the pandemic.

Experience:
Web Development: 2 years (Required)
Graphic Design: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Language:
English (Required)
Work Location:
One location
Work Remotely:
No",-1,US Water Systems,"Indianapolis, IN",-1,1 to 50 Employees,-1,Company - Private,Social Assistance,Non-Profit,Less than $1 million (USD),-1
Diagnostics Software Engineer -ARIZONA ONLY APPLY,-1,"JOB SUMMARY: *
The Diagnostic Software Engineer will be responsible for taking ownership over major manufacturing diagnostic software components and working with a team of engineers to deliver the highest quality product within the product delivery schedule. Efforts include low and high level software component design and implementation, technology maintenance, and providing software support through the life cycle of the product.
KEY DUTIES & RESPONSIBILITIES*
Develops new diagnostics from hardware specifications and modifies existing 32-bit operating system diagnostic software as directed using C, C++ and occasionally assembly programming languages
Develops manufacturing software and test software for production lines
Acts as an internal consultant for various cross functional teams (CFT) within Equinox, including technology and business groups and help them translate different product design needs to manufacturing software features.
Develops QT/C++ based software tools in Linux platform that acts as shop floor control system.
Designs visualization tools in QT for manufacturing database.
Works very closely with database architect. Translate manufacturing needs to database requirements.
Participates in DFM and DMR reviews and providing feedback to engineering, network, and manufacturing teams.
Guides factories through new changes to the device software by creating and approving ECR and ECO in configuration management system.
Provides build reports from the manufacturing database.
Writes and uses unit test applications to validate newly developed code.
Manage documentation like user guides, test instructions, and test specifications.
KNOWLEDGE, SKILLS, & ABILITIES REQUIRED*
Capable of following engineering policies
In-depth knowledge of the following: * Embedded Real Time Operating Systems (RTOS) programming in C/C++ languages
Low level asynchronous and synchronous serial communications protocols
Embedded tools such as JTAG / ICE debuggers as well as cross compiler suites
Linux / Embedded Linux
QT Cross Platform Suite
Bash Scripting
PostgreSQL
Familiarity with manufacturing environment.
EXPERIENCE REQUIRED*
4+ years of diagnostic software development
2+ years Linux development experience
3+ years C++ application development experience
2+ years experience in using PostgreSQL client
Development using the QT cross platform suite
32-bit microprocessor programming: ARM9 & ARM11 family of SoC’s
EXPERIENCE PREFERRED*
Software development in the Point-of-Sale (POS) industry
Public Key Infrastructure (PKI) experience/Cryptography software development
Experience with Subversion/Git version control software
Experience with Agile, Confluence and Jira systems
General device driver and diagnostic knowledge in the following areas: Ethernet,
LCD, USB Client, USB Host, thermal printer, flash memory file system, GPRS/GSM, RFID, Magnetic Strip, EuroPay-MasterCard-Visa (EMV) Smart Card, Bluetooth, Wifi, camera etc.
EDUCATION REQUIRED*
4-year degree in Computer Science, Electronics or equivalent
INTERNATIONAL TRAVEL: *
5-10
%*
Job Type: Full-time

Pay: Up to $1.00 per year

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee assistance program
Employee discount
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Parental leave
Referral program
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Monday to Friday
COVID-19 considerations:
Due to covid-19 we are working remotely. We are deemed essential and our office is open and employees may work in the office if they would like to. We have taken many many measures in the office to keep all employees safe.

Work Location:
One location
Work Remotely:
Temporarily due to COVID-19",3.4,"Equinox
3.4","Scottsdale, AZ",-1,51 to 200 Employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,$1 to $5 million (USD),-1
Senior Azure Developer,-1,"Senior Azure Developer wanted in New York, NY to Deliver high quality engagements around Azure solution areas, technologies, and products in diverse client environments.
Responsibilities: *
· Diagnose and correct performance problems in order to customize and serve the client’s unusual needs.

· Execute the build, unit test and deployment of full lifecycle solutions.

· Debug various application components through Microsoft VS. Develop Azure web applications to leverage Azure App Services and ASP.NET MVC Web Sites.

· Develop Azure functions for integrating transactional and file-based batch systems.

· Leverage custom Azure Web Services (JSON) and Azure Service Bus for integration with other Cloud and On-Premise systems.

· Write scripts to automate builds and deployments for VSTS.

· Work with various Azure components such as Service Bus, Message Queues, Redis Cache, and IOT Hub.

· Use application-oriented design principles, design patterns, and micro-service architectures.

· Implement SOLID principles, design patterns and OOP concepts using TDD and Agile.

· Work on relational or conical data structures for persisted storage (SQL Server, Azure SQL, Azure Storage).

· Implement Inheritance and Encapsulation programming techniques.

· Work on design patterns: Factory, Adapter, Chain of Responsibility, Observer and Strategy. Develop REST (Web API) and JSON (WCF) services.

· Build applications using Service Fabric.

· Use PowerShell scripting; Fundamental frameworks including Unity, and Entity; HTML/CSS and cross browser compliant websites; and responsive UI framework such as Bootstrap.
Requirements: *
· Bachelor’s degree in Electrical & Communication Engineering or Computer Science plus 2 years of experience required in job offered or as Software Developer.

Job Type: Full-time

Pay: From $115,000.00 per year

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee discount
Flexible spending account
Health insurance
Life insurance
Paid time off
Parental leave
Referral program
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Supplemental Pay:
Bonus pay
Education:
Bachelor's (Required)
Experience:
Software development: 2 years (Required)
This Company Describes Its Culture as:
Innovative -- innovative and risk-taking
Aggressive -- competitive and growth-oriented
Outcome-oriented -- results-focused with strong performance culture
Team-oriented -- cooperative and collaborative
Company's website:
www.akaes.com
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
Yes",4.8,"AKA Enterprise Solutions
4.8","New York, NY",-1,51 to 200 Employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
SENIOR / LEAD FULL‐STACK DEVELOPER,-1,"SUMMARY We are looking for a senior lead full‐stack Ruby/Rails developer for our SaaS application. The ideal candidate will have had experience in designing, developing, and delivering at all levels of the stack, and managing internal and external resources in a production environment. The role includes significant interaction with the executive and customer teams as might be expected in a start‐up, and the challenge and opportunity to expand over time. Our team is all remote; initiative and self‐motivation are keys to success in this role.

REPORTS TO: CTO

RESPONSIBILITIES AND DUTIES:
Work with executive and customer teams to filter and distill customer and business requirements into pragmatic SaaS designs
Coordinate internal and external development resources in an active lead capacity
Provide guidance, advice, mentorship, sounding board to other team members as appropriate
Refine development processes and methods over time for lower defect rates, increased automation, easier operations
Contribute to the nurturing and evolution of an existing codebase over time  Participate in building a shared company understanding of the tradeoffs and costs for new functionality or requirements, and the ongoing demands of existing functionality
Be “vertically integrated” in development – everything from occasional low‐level fault analysis on production systems to executive‐level design and discussion of future features/products
Other duties as assigned
WORK SKILLS:
Great analysis and organizational skills
Understanding of appropriate trade‐offs of writing code vs. using existing resources
Design, write, develop, debug, test, and maintain Ruby on Rails & Javascript code as appropriate
Utilize common tools for source code management, issue/defect tracking, documentation
Habits include pull requests, code reviews, iterative development  Attention to details
Strong communication skills in a remote context  Creativity and resourcefulness in mapping squishy human business requirements to actionable development plans
Ability to rationally evaluate new frameworks, technologies, methods
EXPERIENCE:
Multi‐year experience working on/leading a team developing, shipping, and maintaining a significant public‐facing Ruby on Rails application at some scale
Ruby, Rails, Javascript, React, Postgres
Previous long‐term responsibility for major portions of a software project, from design through development to living with the consequences in a production environment
Use of AWS or other cloud providers
Bachelor’s degree in CS or related field preferred, but not required.
Previous startup, Fintech, or Security experiences are pluses
QAULIFICATIONS:
4+ years of full‐stack software development experience working/leading on a team, delivering and maintaining large projects, with commensurate relational DB (e.g. MySQL, Postgres) experience
Fluency in Javascript, experience working with a Javascript UI framework  Technical prowess encompassing all levels of the stack from the database to the UI
Comprehensive understanding of system design, data structures, and algorithms
Job Type: Full-time

Pay: $117,303.00 - $200,000.00 per year

Benefits:
401(k)
Flexible schedule
Health insurance
Paid time off
Schedule:
Monday to Friday
Experience:
Ruby / Rails: 4 years (Required)
Work Location:
Fully Remote",-1,TruCentive,"Palo Alto, CA",-1,51 to 200 Employees,-1,Company - Private,Industrial Manufacturing,Manufacturing,Less than $1 million (USD),-1
Healthcare Application Developer,-1,"< > RevenueHealth Systems develops cloud based, revenue-cycle focused, data-driven analytics and workflow management systems to help medical practices improve their cash collections. Born from decades of experience in Medical Billing and Revenue Cycle Management (RCM), we’ve developed tools of the trade used by RCM experts to provide industry leading revenue performance metrics across multiple specialties in private practices, community health centers, and large teaching hospital health systems.

At RevenueHealth, we strive to maintain a culture in which team members share pride in and responsibility for the company's success. We make a significant investment in our people, which we hope inspires them to service our clients more effectively and give back to their community as well.

• The primary role of the Application Developer is to design, develop, implement and maintain applications/production.

o RevenueHealth’s Application Developer will be trained and immersed in InterSystems HealthShare, Ensemble and Zen environments used to create and deploy healthcare revenue cycle management applications

o The candidate should be able to work independently in all phases of system design, architecture, development and management.

o Will work closely with internal business analysts to ensure the specification, coding, testing, delivery, support and documentation of systems adhere to organization and industry standards and practices.

o Will report to the Director of Software Development

• Well qualified candidates will have

o Experience with SQL, HTML, JavaScript, AngularJS

o Strong foundation in Object Oriented Programming and Web Services

o .NET and C#, VBScript are a plus as is Database Programming experience.

o Python/Django experience not necessary, but a plus

• Extremely well qualified candidates will have

o Experience with Caché Objects and InterSystems Ensemble as well as Experience developing web-based applications using InterSystems CSP/ZEN.

o Healthcare Interfacing/format experience - HL7, X12

o Cache' systems configuration experience

• Education/Training:

o High School diploma or equivalent required. Associates and/or Bachelor’s Degree a plus. Demonstrated coding experience a must.

• Business Experience:

o At least 3 years of experience in healthcare application development, a focus on medical billing and revenue cycle management applications a plus

• Specialized Knowledge/Skills -

o Willingness to learn and be immersed InterSystems technology including Cache', Ensemble, DeepSee

o Commitment to setting attainable deadlines and meeting them
o Strong organizational skills and attention to detail.

o Flexibility in accepting and carrying out work assignments, both individually and as a member of the Development Team

o Willingness to accept changes in project direction

o Capable of dealing with multiple projects

Job Type: Full-time

Pay: $69,415.00 - $84,840.00 per year

Benefits:
401(k)
401(k) matching
Dental insurance
Flexible schedule
Health insurance
Life insurance
Paid time off
Referral program
Vision insurance
Schedule:
8 hour shift",-1,RevenueHealth Systems,"Pawtucket, RI",-1,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Application Developer,-1,"As a WebApplication Developer, you will collaborate with Product Owners and other Applications Developers in an XP/Agile environment, in order to satisfy our internal and external customers through early, frequent, and continuous delivery of simple high-quality and high-value software.This Application Developer position is on-site in Lenexa, Kansas and will not be originating loans.

Learn more about what it's like to work as an Application Developer in Software Services at Veterans United: https://www.veteransunited.com/careers/developers/

Job duties will vary upon assignment but may include:
Test-Drive high-quality, self-documenting code using Pair Programming Practices, Agile Principles, Clean Code Techniques, SOLID and other software design principles.
Refactor older code as you work on it to reduce the Team’s overall value capacity backlog.
Create intuitive user interfaces through front- and back-end design.
Create and maintain minimal documentation.
We’re looking for someone who can be passionate about their job and have fun doing it, who will deliver results with integrity, and who enjoys finding ways to enhance the lives of others every day.

We’ll also want to know you can demonstrate these attributes:
Strong OOP design and coding skills.
Experienced in full-stack development.
Excellent communication skills with a passion for face-to-face over written communication.
Excel in a fast-paced, results-oriented environment.
Thrive in a highly cooperative work setting.
Familiarity/experience working in Agile, Scrum, Kanban and/or Lean software development environments.
Experience as an Application Developer with XP practices, particularly Test-Driven Development and Pair Programming.
At least 5 years of relevant Application Developer experience in software delivery, ideally in our native tech stack:
C#/ASP.NET/MVC/WCF/SQL/IIS
Familiarity with SOAP and/or REST
Veterans United is the nation’s #1 VA lender and over 97% of our customers would recommend us. This may sound like a brag but it's only possible because we have a team of talented and committed employees working hard, every day, to make a difference for the people we serve; the men and women who sacrificed for our country. We find it’s easy to give your best when you serve the brave.

Veterans United Home Loans and its affiliates are proud to be Equal Opportunity Employers committed to creating a diverse and inclusive workforce. We consider all qualified applicants without regard to race, religion, color, sex, national origin, age, sexual orientation, gender identity, disability, veteran status, or other legally protected classifications.",4.8,"Veterans United Home Loans
4.8","Lenexa, KS",-1,1001 to 5000 Employees,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1
Software Developer,-1,"Job Location
Scottsdale, AZ or Remote

Job Description
Allstate Identity Protection provides industry-leading employee identity protection and advanced threat intelligence that enable its clients to combat an ever-changing cyber threat landscape. Our headquarters is in Scottsdale, Arizona. We are passionate about our culture and offer team members rewarding opportunities in a fast-growing, dynamic environment.

Summary/Objective
Allstate Identity Protection is one of the leading providers of cyber threat intelligence solutions. Our priority is to maintain the security of our participants. We are looking for full-stack Javascript developers who can help develop a new line of web-based products related to participant privacy. The best candidates will have experience building React UI components using modern best practices in design, implementation, and testing considerations as well as integration with Python and JS-based back ends.

Essential Functions
• Work with a small team of engineers, to ensure product delivery and best engineering practices.
• Develop solutions to deliver privacy features via internal and externally-exposed APIs.
• Enhance existing privacy-related data administration portal.
• Setup continuous delivery process to enable continuous iteration on solutions.
• Work in an agile, highly collaborative and agile environment with a lean team.
• Customize and adapt to engineering best practices tools and applications like JIRA, Confluence, Postman, etc.
• Help support team in resolving the customer issues related to the product.
• Review code, lead refactoring activities, provide guidance from technical perspective for all members of a project.
• Train and mentor new team members.

Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Competencies
• Business Acumen
• Communication
• Consultation
• Critical Evaluation
• Ethical Practice
• Global & Cultural Awareness
• Technical Capacity

Supervisory Responsibility
This position does not necessarily have direct reports but will require strong teamwork and may require support or management of external off-shore/third party teams.

Work Environment
This job offers remote work or you can work within one of our professional office environments.

Position Type/Expected Hours of Work
This is a full-time position. Days and hours of work are Monday through Friday, 8:30 a.m. to 5 p.m. Remote work from home.

Travel
Travel is primarily local during the business day, although some out-of-area and overnight travel may be expected.

Required Education, Experience, and Skills
• 5-8 years Javascript experience building products/solutions that are performant with big data sets. Experience with Node.js and React.js, Vue.js, or Angular.js
• In-depth understanding of user authentication flows and session management
• Strong experience working with GitFlow
• Familiarity with Test Driven Development practices
• Strong written and verbal communication skills
• Solid understanding of application vulnerabilities and security
• Experience working in a team utilizing an agile approach
• Strong analytical, problem solving skills, excellent verbal and written communication skills
• Self-starter with excellent interpersonal, motivational, and facilitation skills
• Bachelor’s Degree in Computer Science or other technical field a plus; equivalent experience will be considered
• Strong, proven problem-solving skills with the ability to quickly analyze the most expedient method to recover business operations
• Must be committed to a culture of continuous improvement
• Exceptional customer service skills, in addition to extensive experience working in a team-oriented, collaborative environment.
• Must be able to communicate effectively with users, executives and senior leaders at all levels
• Ability to effectively prioritize and execute tasks
• Passionate about technology. Loves to explain the technology and has a gift for concisely explaining complex topics
• Able to develop and maintain effective working relationships with individuals with both technical and non-technical staff.
• Excellent skills in critical thinking and analysis, meeting facilitation, verbal and written communications, and interpersonal interactions (e.g., partnering, conflict management, mediation, etc.).

AAP/EEO Statement
InfoArmor is an Equal Opportunity Employer

Other Duties
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.

Other Duties
#Req319.321",3.8,"InfoArmor
3.8",Remote,-1,201 to 500 Employees,-1,Company - Private,Security Services,Business Services,$100 to $500 million (USD),-1
Software Application Developer,-1,"As a Software Application Developer at Service Express, you are chartered with building the software technology that powers the business from the core. You will collaborate with other software developers, designers and business team members to build robust, scalable systems from scratch. As a part of this lean agile team, you will be tasked to define and create solutions with the latest cloud scale technologies to support our internal and external users.

In this role you will bring a healthy appreciation of modern web development principals and while balancing that with a seamless consumer experience.

YOU WILL
Work on a team to build, test and deploy web applications and API's.
Participate in project ideation sessions, workshops, and road mapping exercises to create solutions for our user's needs
Write, test, refactor, and optimize code to achieve high benchmarks for performance, and strive to make quality assurance a top priority
Craft and support web applications and platforms that support the growth of our team and company

YOU BRING
Passion about the end user's experiences
Discussions focused on the trade-offs between performance, experience, and quality
Excitement to help mentor fellow developers
An eye for detail, not just for code, but process and communications
A high level of craftsmanship and pride in your work
A hunger for finding and exploring the ""big idea""

YOU HAVE
3+ years programming experience in languages such as Node.js, PHP, Go, C#, Python, Ruby, or Javascript.
A balanced approach towards unit tests and test coverage
Working knowledge of agile development processes
Experience with MS SQL or PostgreSQL, including stored procedures, views, functions, triggers and schema design
Excellent written and verbal communication skills, documentation happens
An awesome can-do attitude

Why Work For Service Express?

We are a Grand Rapids, MI-based data center maintenance company seeking talented and successful individuals with integrity and a strong work ethic.

We believe people join cultures, not companies. At Service Express, our Core Value is to ""work with our employees to help them achieve their personal, professional and financial goals."" Our philosophy has always rested on the belief that when our employees achieve their goals, the company will flourish.

We continue to grow more every year and our employee and customer focused approach to business has helped generate double-digit growth since our start in 1993. At Service Express, you are more than an employee; you are a member of the team.

We aren't the only ones that think this is a great company, though!!

We continue to make the list of Top Company Cultures by Entreprenuer.com and CultureIQ.

We have consistently been named one of the 101 Best and Brightest Companies to Work For and are among the Inc. 5000 fastest-growing private companies in America.

Service Express is an equal opportunity employer. Authorization to work in the U.S. is a precondition of employment. Service Express does not sponsor applicants for work visas",4.4,"Service Express
4.4","Grand Rapids, MI",-1,501 to 1000 Employees,1993,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
Analytics Developer,-1,"MUST BE A U.S. CITIZEN WITH AN ACTIVE TS/SCI SECURITY CLEARANCE *
Support the development of automated detection analytics on large datasets (over 1TB). Develop hypotheses about potential Advanced Persistent Threat (APT) behavior and develop testing plans to prove, disprove or modify the hypothesis. Support testing and publication of analytics for deployment. Assist in developing and implanting data analytics programs. Develop documentation and comprehensive user manuals for all developed projects, to be understandable by the average analyst. Assist in developing and implementing data analytics training. Develop and implement data analysis, data collection systems and other strategies that optimize statistical efficiency and quality. Interpret data, and analyze results using statistical techniques.

Job Responsibilities:

· Perform big data analysis on information technology infrastructure and end-point devices

· Customer outreach and engagement

· Problem solving

· Time management

· Collaborate with others

· Mission focused

· Deliver findings

· Accept and assess customer data, dashboard, requirements

· Identify new ways to visualize and analyze data

· Develop analytics to identify anomalous activity based on customer requirements

· Perform hunt operations identifying anomalous activity

· Produce reports based on misconfigurations and/or anomalous activity discovered through analysis

Knowledge/Skills Ability:

Required:

· Be Director of Central Intelligence Directives 6/4 eligible (Top Secret) with a current Single Scope Background Investigation (SSBI)

· Mix of intellectual curiosity, quantitative acumen, and customer-focus to identify novel sources of data across a range of fields, to improve the performance of predictive algorithms, and to encourage user adoption of high-end data analytics platforms in partnership with a highly qualified, highly motivated team.

· Strong background in research design, exploratory analysis, quantitative methods, user interface application design, and experience with customer outreach and engagement.

· Aptitude for problem solving, thinking outside the box, excellent time-management skills, and a strong sense of accountability is desired; proven experience delivering customer-focused analytical results is essential

· Proficiency in one or more big data programming languages, such as R, Python, Scala, or Java.

· Experience working with a hybrid team of analyst, engineers, and developers to conduct research, and build and deploy complex, but easy-to-use analytical platforms.

· Previous experience performing research in Data Analytics or big data.

· The Analytic Developer will have developer experience or a hybrid software developer/data scientist.

· Must have experience in design, development, and troubleshooting of analytics

· Experience as hybrid developer/data analyst

· Experience with Accumulo, Hadoop, ELK Stack

· Experience with data management transport

· Experience working with Big Data Platform

· Strong knowledge of and experience with reporting packages (Business Objects etc.), databases (SQL, etc.), programming (XML, JavaScript, or ETL frameworks)

· Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc.)

· Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy

· Adept at queries, report writing, and presenting findings

· Technical expertise regarding data models, database design development, data mining and segmentation techniques

· Proven working experience as a data analyst or business data analyst

Minimum Experience/Education:

· Experience working with a hybrid team of analysts, engineers, and developers to conduct research, build and deploy complex, but easy-to-use analytical platforms

· Previous experience performing research in Data Analytics or big data

· DoD 8570 Sec+

Highly Desired:

· Education/ Certifications:

· BS in Mathematics, Computer Science, Information Management or Statistics

· DoD 8570 Sec+

· 4+ years of experience in data analytics or quantitative intelligence analysis

· Four (4) years of experience in an intelligence field at a tactical or operational level

\*BEAT LLC IS AN EQUAL OPPORTUNITY EMPLOYER - DISABILITY AND VETERANS\*

Job Type: Full-time

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee discount
Flexible schedule
Health insurance
Life insurance
Paid time off
Professional development assistance
Referral program
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Experience:
Data Analytics: 4 years (Preferred)
Education:
Bachelor's (Required)
License:
CompTIA Security+ (Required)
Security Clearance Required:
Top Secret (Required)
Work Location:
One location
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
This Job Is:
A job for which military experienced candidates are encouraged to apply
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",4.9,"B E A T LLC
4.9","San Antonio, TX",-1,1 to 50 Employees,-1,Company - Private,Telecommunications Services,Telecommunications,Less than $1 million (USD),-1
Pega Developer,-1,"Pega Developer – Schaumburg, IL

Are you currently working as a Pega Developer working with Pega, Pega application integration, JavaScript, SQL / Database Admin, Webservices (including Rest APIs), and looking for a progressive, fast paced company that offers stability, a great benefits package and an employee focused culture you could thrive in?

Zurich is currently seeking a Pega Developer with 5 or more years' experience to work out of our North American headquarters in Schaumburg, IL and will serve as a client-facing leader within the organization using Pega and BPM to improve results. In this role you will be working on enhancement and/or development projects, proof of concepts, analysis, design, providing solutions, coding, and implementation. In addition, the Pega Developer will be reviewing, analyzing and modifying systems per requirements via tasks including but not limited to coding, testing and debugging. Other responsibilities will also include consulting with business partners and users to identify current operating procedures and clarify system objectives as well as problem solving, preparing technical documentation and knowledge share with support resources.

The Pega Developer will manage and control system development projects and will undertake the most complex business analysis and software development work, typically requiring a deep knowledge of working practices and business processes in one or more business areas. The Developer will also provide technical advice and guidance to colleagues to support the specification and development of software solutions

If you think you could be a fit for this role, and match the Basic Qualifications below, apply today!

Basic Qualifications:
Bachelor’s Degree and 5 or more years of experience in the Software Programming Applications area
OR
High School Diploma or Equivalent and 8 or more years of experience in the Software Programming Applications area
OR
Zurich Certified Insurance Apprentice including an Associate Degree and 5 or more years of experience in the Software Programming Applications area
AND
Experience assisting with design, coding benchmark testing, debugging and documentation of programs
Experience working with multiple phases of software systems programming applications

Experience working with multiple programming languages

Preferred Qualifications:
3 or more years’ of Pega implementations
Pega PRPC version 7 or 8 platform experience
Pega Systems Architect 7/Certification
Experience designing and developing process-based solutions or BPM
Enforce best practices in Pega architecture and design and coding
Excellent object-oriented analysis, design skills, DevOps skills and system integration skills
Experience in full PRPC implementation cycle including enterprise Class Structure design and Rule sets design
Experience in Proof of Concept creation and discussion
Experience leading a group of developers
Experience with Agile process methodology
Strong leadership and problem-solving skills but with the ability to work independently and as a member of a team
Strong verbal and written communication skills
Insurance industry experience
Additional Information

Imagine working for a company that truly cares about their employees, customers, stakeholders, and communities they serve. Imagine working for a values-driven organization that has the ambition and desire to be the best global insurance provider in the world. Zurich is that place where 55,000 employees across approximately 200 countries and territories are all focused on helping people and helping companies protect what is truly most important to them. We are a values-driven organization that takes pride in the work that we do every day and we have the ambition to be the best global insurer in the world.

EOE Disability/Veterans

Zurich does not accept unsolicited resumes from search firms or employment agencies. Any unsolicited resume will become the property of Zurich American Insurance. If you are a preferred vendor, please use our Recruiting Agency Portal for resume submission.

Primary Location United States-Illinois-Schaumburg

Schedule Full-time

Travel Yes, 10 % of the Time

Relocation Available No

Job Posting 10/14/20",3.2,"Zurich North America
3.2","Schaumburg, IL",-1,10000+ Employees,1912,Company - Public,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1
