,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
49,Software Engineer,-1,"MEMBERCLICKS IS LOOKING FOR A SOFTWARE ENGINEER TO JOIN OUR TEAM!


We seek a Software Engineer to help us build products that help associations serve their members and further their mission . We seek autonomous engineers who strive to understand the ""Why?"" behind their work. We seek people who see failure as an opportunity to learn and grow. We seek team members who understand the immense value of collaborating with others. You will join a team of thoughtful and engaged Engineers who value constant learning and self improvement.

At MemberClicks, we believe being an Engineer means being responsible for more than just pushing out quality code. We believe that getting closer to the people we build the software for is the key to making a product that helps good people to do more good things in the world. If that idea excites you, then come and join our Atlanta team and help us build great products.

Responsibilities include:
Work with team members to build features and products, from concept discovery through implementation.
Maintain software solutions after release, including bug fixes and performance tuning.
Help to define internal coding standards and mentor fellow team members.
Collaborate with external stakeholders outside of your team, especially customers.
Participate in the ongoing improvement of your team's Agile process and workflow.
Live out the MemberClicks mission and core values in your day-to-day work: autonomy, transparency and collaboration.
Signs that you're a fit for this job:
Familiarity with modern Javascript framework(s) like Angular, React, or Vue and server side technologies such as Node
Passionate about finding solutions to issues with a team.
Excited about working iteratively with a tight product feedback loop.
Effective communicator.
Working knowledge in a cloud environment such as AWS preferred.
We offer a competitive salary along with health benefits, including wellness! If you feel like a fit for this role, we'd love to hear from you.",4.3,"MemberClicks
4.3","Atlanta, GA",-1,51 to 200 Employees,1998,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
50,Master Software Engineer,-1,"At PRA Group, software engineers develop project design and coding to create customized solutions applying software engineering principles to support business needs. We are an industry leader, and these positions are for driven professionals who are willing to work in an agile software development environment.
PRA Group's corporate headquarters is established in Norfolk, Virginia and talent for these positions can be located within the markets of Norfolk and Richmond, Virginia. *
We strive for innovative success, and our engineers contribute to the following (but not limited to):
Design, code, test and implement applications using ASP.Net, C# that interact with managed MS SQL Server and Oracle databases.
Support of on-going and future software projects.
Self-manage individual project priorities, deadlines and deliverables
Effectively communicate, verbally and in writing, with staff, management team, vendors, and end users.
Participate in full development life-cycle from requirements gathering, estimating, design, development, and implementation.
Perform quality control, trouble shooting, code review and standard data validation practices prior to production release.
May teach and train other team members in relevant development concepts
Assist in the documentation and cataloging of developed software.
Responsible for ensuring compliance with applicable laws, regulations and company policies across areas of organizational responsibility
Our growing team allows you to work in a fun, professional, fast-paced environment where we support teaching and training of other team members in relevant development concepts, effectively collaborate with management team, fellow peers, vendors, and end users. Our environment encourages professional growth, and opportunities to switch teams and projects as our business advances.
We are searching for Senior to Mid-level experienced engineers who are passionate, ambitious with solid work experience with any of the following to enhance software solutions: *
Configuring and deploying applications using Microsoft stack
Public cloud experience with Azure or AWS
Continuous Integration tools
Continuous Deployment tools
API development using .Net in DevOps model
WCF, XML/ Web services
Developing RESTFUL APIs and JSON
ETL tools
TDD & ATDD
Qualifications include: *
Bachelor’s Degree in IT or related field preferred or the equivalent amount of related experience required.
Strong object-oriented programming skills and familiarity with software design patterns.
At least 7 years of experience developing software using ASP.NET, C#, Microsoft SQL Server 2008/2012, Oracle, WCF, XML/ Web services
At least 3 years of experience in developing and execute automated test scenarios, scripts for unit, integration, regression, and functional testing.
At least 3 years of experience with any ETL tools preferably Informatica.
At least 3 years of experience in Agile practices, TDD & ATDD
Preferred Qualifications:
Bachelor’s Degree or Master’s Degree in Computer Science, Engineering Or Information Technology
Very Strong object-oriented programming skills and experience with software design patterns.
At least 10 years of experience developing software using ASP.NET, C#, Microsoft SQL 2008/2012, Oracle, WCF, XML/ Web services
At least 2 years’ experience in developing RESTFUL APIs and JSON
At least 2 years’ experience working with two or more from the following: configuring and deploying applications using Microsoft stack, public cloud experience with Azure or AWS, open source Continuous Integration tools, open source Continuous Deployment tools and API development using .Net or Java.
Work Environment: *
The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Job Type: Full-time

Experience:
Asp.Net: 7 years (Preferred)
C#: 7 years (Preferred)
Software Engineering: 7 years (Required)
Benefits:
Health insurance
Dental insurance
Vision insurance
Retirement plan
Paid time off
Flexible schedule
Schedule:
Other
Work Remotely:
Temporarily due to COVID-19",2.8,"PRA Group, Inc.
2.8","Richmond, VA",-1,1001 to 5000 Employees,1996,Company - Public,Financial Transaction Processing,Finance,Unknown / Non-Applicable,-1
51,Civil Project Engineer II,-1,"Job Title: *Project Engineer II*

Department: *Civil*

Location: *Anchorage, Alaska*

Status: *Exempt, Full-Time*

Hours: *Typically **Monday – Friday, 8 am – 5 pm; variable based on projects*

Reference #: *2020-04*

Date Opened: *September 18, 2020; open until filled*
Summary*
This position is responsible for project management, professional/technical engineering, engineering design and review, and knowledge of industry standards. This position supports a wide variety of projects, both commercial and government, and may lead a multidisciplinary field effort. This position serves as the technical specialist in the application of advanced concepts, principles, and methods. The successful candidate will be a self-motivated, energetic team player and meet the following requirements:
Qualifications*
U.S. Citizen, with the ability to obtain a military security clearance
Bachelor's Degree in engineering from an ABET/EAC accredited program. Additional education preferred.
Ten (10) years of experience in the field of civil engineering is required
Professional Engineer (PE) Certification
Ability to obtain US Military Security Clearance for executive order and government contracts
Ability and desire to travel periodically to project locations, domestic and international
Preferred Skills/Abilities*
Safety Training certifications (CPR/First-Aid, OSHA, EM-385, etc.) is preferred
Knowledge in plans and technical specifications for construction
Experience using AutoCAD and Civil 3D software
Proficient written and verbal communication skills
Advanced technical writing abilities
Strong analytical and problem-solving skills
Proficient using Microsoft Office Suite
Knowledge of IBC, ACI, and AISC codes and standards
Physical Requirements*
Travel to project sites up to 25% of the time, domestic and international, for varying periods. Ability to travel independently.
Must be able to lift or move up to 50 lbs.
Must be able to sit or stand for sustained period of time
Must be able to ascend or descend ladders, stairs, scaffolding, ramps, poles and the like
Must be able to walk, stand, crouch on uneven surfaces
To be considered for this position: *
Complete our employment application and related forms, located on our website at www.eeiteam.com/careers

_Enterprise Engineering Inc. is an Equal Opportunity Employer/Veterans/Disabled_

_Selected candidates must successfully pass drug screening and background check._

Job Type: Full-time

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee assistance program
Employee discount
Flexible spending account
Health insurance
Life insurance
Paid time off
Professional development assistance
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
Monday to Friday
COVID-19 considerations:
Please Note: domestic and international travel may be required in this role.

Experience:
Civil Engineering: 10 years (Required)
Education:
Bachelor's (Required)
Location:
Anchorage, AK 99503 (Required)
License:
Professional Engineer (Required)
Work authorization:
United States (Required)
Required travel:
25% (Required)
Company's website:
http://eeiteam.com/
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
No",2.1,"Enterprise Engineering, Inc.
2.1","Anchorage, AK",-1,51 to 200 Employees,1994,Company - Private,-1,-1,$10 to $25 million (USD),-1
52,Space RCO - Systems Engineer,-1,"Overview:

MTSI is searching for a highly skilled, journeyman Space System Engineer (SSE) to support development of first-of-kind space vehicles and missions. This handpicked candidate must possess technical expertise and experience with developing, designing, building, and integrating space hardware and software. In this position, you will provide System Engineering Technical Assistance (SETA) to the Space Rapid Capabilities Office (SpRCO). The SpRCO program office, located at Kirtland AFB, NM, is a small, streamlined organization with dedicated, organic acquisition support functions: contracting, financial management, human resources, security, program management and technical engineering support that are critical in enabling the rapid response required for classified space programs. The mission is to develop and deliver operationally dominant space capabilities at the speed of warfighting relevance in response to Commander, U.S. Space Command requirements. A successful candidate should be a leader and problem solver with a proven ability to deliver superior results as part of a high performing team in a high-profile, fast-paced environment.

Why is MTSI known as a Great Place to Work?

Interesting Work: Our co-workers support some of the most important and critical programs to our national defense and security.
Values: Our first core value is that employees come first. We challenge our co-workers to provide the highest level of support and service and reward them with some of the best benefits in the industry.
100% Employee Ownership: We have a stake in each other's success and the success of our customers. It's also nice to know what's going on across the company; we have company wide town-hall meetings three times a year.
Great Benefits:
Start at 20 days PTO/year + 10 holidays/year
Flexible schedules
6% 401k match with immediate vesting
Semi-annual bonus eligibility (July and December)
Company funded Employee Stock Ownership Plan (ESOP) - a separate qualified retirement account
Up to $10,000 in annual tuition reimbursement
Optional zero deductible Blue Cross/Blue Shield health insurance plan
Other company funded benefits
Track Record of Success: We have grown every year since our founding in 1993.

For additional company information, please visit: www.mtsi-va.com

Responsibilities:

You will work in a small, highly empowered team where every team member is directly responsible for the success of the program. Engineering responsibilities span technology domains including space rated hardware, software, sensors, and processors in an extremely fast-paced, responsive development environment. This SETA candidate will provide in-depth background on satellite vehicle bus and/or subsystems to improve program office insight into state-of-the art commercial and legacy mission systems, and C2 requirements and capabilities. You must apply advanced principles, theories, and concepts for highly classified systems, while also effectively communicating complex results with management and executive leadership.

Supports design, interpretation, and analysis of technical solutions to complex projects
Leads or supports technical programs, projects, or tasks whose technical complexity requires engineering oversight
Ensures completion of programs, projects, or tasks within estimated time frames and budget constraints
Provides input to the government customer concerning risks to performance, schedule, and budget due to either proposed contractor plans or contractor’s execution of accepted plans
Ensures the quality of the program, project, or task deliverables meet or exceed standards or metrics and assesses such deliverables to ensure that final deliverables will meet the warfighting purpose for which they are intended
Plans and performs engineering research, design development, and other engineering assignments in conformance with design, engineering, and customer specifications
Responsible for the overall technical/engineering portions of major projects(s) or program(s)
Coordinates with multiple partners/agencies to ensure system engineering communities support delivery milestones
Tracks and advises design trades and associated cost, schedule, and technical impacts to requirements
Perform all functional duties independently, with little guidance
Employ highly specialized knowledge or experience to anticipate challenges
Communicate clearly, concisely, and with technical accuracy—oral and written
Qualifications:
Minimum five (5) years of relevant classified DoD work experience
Experience in spacecraft and/or subsystems
Knowledge of spacecraft engineering, development, and manufacturing
Understanding of operational environment and corresponding mission user needs
Experience in DoD program management including program development and transition
Experience with Integrated Master Schedules, and risk management
Experience with Statements of Work (SOW) and Performance Work Statements (PWS)

Qualifications Desired:

Ten (10) years of relevant DoD work experience with SAP and/or SCI
System Engineering Technical Assistance (SETA) to Government program office
Experience with laser SATCOM
Experience with rapid prototyping
Experience with integrated air, space and cyberspace capabilities
Experience with ACAT I/II level acquisition programs
Experience using multivariable optimization in mission planning software systems
Experience in space ground systems
Fluency with IC organizations

Education Requirements: An applicable Bachelor's degree in engineering from a program accredited by the Accreditation Board for Engineering and Technology (ABET) or possess a Professional Engineering license

Clearance Requirements:

Active TOP SECRET clearance with sensitive compartmentalized information (SCI) and special access program (SAP) eligibility and willingness to submit to a Counter-Intelligence polygraph
Candidate must maintain a TS/SCI clearance as a condition of employment

Travel Requirements: Full-time, on site in vicinity of Kirtland AFB, NM, and will require travel up to 30% of time within the continental United States

Relocation Approved: Yes

Please Note: U.S. Citizenship is required for this position.

Tags: Space RCO, Space Systems Engineering, Mission Systems, Engineering, Acquisition Management, Program Management, Ground Systems, SATCOM, Test and Evaluation, Albuquerque, Air Force, Space Force, Space Development, Space Dynamics, Orbital Analysis, Operations Research

#LI-MR1

#mtsi",4.7,"Modern Technology Solutions, Inc.
4.7","Albuquerque, NM",-1,1001 to 5000 Employees,1993,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1
53,Software Engineer,-1,"Job Description:

Our Reston office is seeking talented programmers with strong computer science, math, and/or physics backgrounds for complex and challenging projects. As a Software Engineer you will be responsible for implementing polished software incorporating probabilistic models of physical systems. Project teams are small, typically 2-5 people including Research Scientists and Software Engineer. Each person is involved in the entire software development process, from initial concept through algorithm and software design to implementation, analysis, demonstration, and deployment. Our management structure gives you the freedom to create innovative designs and products. The ideal candidate will have experience writing well-designed, maintainable, and extensible software.

Required Qualifications:
Bachelors or Master’s degree in Computer Science, Mathematics, Physics, Applied Math, or related field
Java programming experience preferred
Knowledge of user interface design principles, software architecture, and design patterns
Experience developing multithreaded Java Swing and/or OpenGL applications
Experience with performance optimization and complexity analysis
Familiarity with C, C++, Matlab, Python, SQL a plus
Ability to communicate design concepts and performance metrics clearly in written and oral reports
US CITIZENSHIP REQUIRED (successful candidates will undergo background check for Secret Clearance)

Position Location: Reston, VA

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or protected veteran status. Metron takes affirmative action in support of its policy to employ and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.

VEVRAA Federal Contractor",3.0,"Metron, Inc.
3.0","Reston, VA",-1,51 to 200 Employees,-1,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$25 to $50 million (USD),-1
54,Software Developer -- Top Secret or TS/SCI Clearance Required,-1,"We're looking for a motivated, skilled Java Developer with an active Top Secret security clearance to grow with our team. The database-centric Java Developer is responsible for writing and maintaining Java and Oracle data integration layer code. The Java code involves web services, SFTP connections, and authentication. The Oracle code, in addition to standard database structures, involves functions, triggers, and stored procedures. This person works closely with developers and cloud engineers to design, create, administer, coordinate and deploy secure database solutions supporting a high-volume web service based application. * Bachelor’s degree in a relevant field. * Current CompTIA Security+ certification. * 4 or more years of hands-on experience with Java code including web services, SFTP connections, and authentication. * 4 or more years of experience supporting Oracle code standard database structures, functions, triggers, and stored procedures. * Required to understand and reverse-engineer logic that's currently implemented in order to resolve defects and address enhancements. * Strong understanding of security practices and threat models for databases. * Knowledge of Software Development Life-Cycle (SDLC) processes and procedures. * Experience with Agile and/or Federal software development environments preferred. U.S. Citizens only – must have a current Top Secret clearance. Blue Arc is a fast-growing contractor with tremendous career growth opportunity. Join our small team and grow with us! We offer tuition reimbursement, 401k company match, very competitive salary, generous paid vacation, 10 holidays/year, and more. Job Type: Full-time Benefits: * 401(k) * 401(k) matching * Dental insurance * Disability insurance * Flexible schedule * Health insurance * Life insurance * Paid time off * Professional development assistance * Referral program * Retirement plan * Tuition reimbursement * Vision insurance Schedule: * Monday to Friday Education: * Bachelor's (Required) Security Clearance Required: * Top Secret (Required) Company's website: * www.bluearc-llc.com",5.0,"Blue Arc, LLC
5.0","Baltimore, MD",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
55,Software Developer,-1,"Company Description:

Crown Equipment Corporation is a leading innovator in world-class forklift and material handling equipment and technology. As one of the world’s largest lift truck manufacturers, we are committed to providing the customer with the safest, most efficient and ergonomic lift truck possible to lower their total cost of ownership.

Primary Responsibilities

• Code, modify, and debug, web based applications in the .Net Framework or Java using additional technologies including Spring, Angular, HTML, JavaScript, and CSS.

• Perform code review of team members to learn new techniques while providing code quality review.

• Assist in analysis of interacting systems to ensure changes made to one system will not impact other systems. Work closely with the Business Analyst to ensure proper documentation of requirements.

• Prepare technical specifications and other system and programming documentation in accordance with internal standards.

• Provide knowledge transfer to Support and Operations personnel related to changes to systems.

• Work with Quality Analysts to ensure changes are thoroughly tested before release. Write unit and integration tests for new code. Assist with the diagnosis of problematic applications and system testing.

• Stay informed of advances and pertinent changes in hardware and software technologies.

Minimum Qualifications

• Understanding of Object Oriented programing principles, why they work, and how to best use them.

• A high school diploma or equivalent is required.

• 2-4 years experience required (Salary/level will commensurate with experience).

Preferred Qualifications

• Experience with Scrum and Kanban desired.

• Good written, verbal, analytics, and interpersonal skills

• Familiar with Test-Driven Development

• Knowledgeable of Service-Oriented Architecture

Work Authorization:

Crown will only employ those who are legally authorized to work in the United States. This is not a position for which sponsorship will be provided. Individuals with temporary visas or who need sponsorship for work authorization now or in the future, are not eligible for hire.

No agency calls please.

Compensation and Benefits:

Crown offers an excellent wage and benefits package for full-time employees including Health/Dental/Vision/Prescription Drug Plan, Flexible Benefits Plan, 401K Retirement Savings Plan, Life and Disability Benefits, Paid Holidays, Paid Vacation, Tuition Reimbursement, and much more.

EO/AA Employer Minorities/Females/Protected Veterans/Disabled",3.5,"Crown Equipment Corporation
3.5","New Bremen, OH",-1,10000+ Employees,1945,Company - Private,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),-1
56,Software Engineer Lead III,-1,"Principal Duty

This is a senior level position that will contribute to a team effort in all aspects of software engineering including design, development, testing, commissioning and support. This position will provide management and mentorship of direct reports. This position will also support pre-order concept work and project estimation.

Tasks and Responsibilities

Analyze, design, develop, modify, write, edit, and implement software programming applications for the most complex solutions.
Manage the day-to-day activities of an agile team of software engineers who will develop, test, and commission an integrated systems project.
Participate in software functional tests using an equipment emulation model.
Commission software on site with automated equipment.
Provide start-up and post go-live support.
Participate in on-call rotation.
Provide mentorship, administrative oversight, performance evaluations, and personal development of direct reports.

Requirements Profile

A Bachelor's degree in Computer Science or equivalent experience
Previous experience (6+ years) delivering software solutions in a material handling environment
Proven ability to lead engineering resources to complete project tasks
Previous experience managing direct reports of software engineering personnel
Proficiency in object oriented design principles and programming in C#
Experience in relational database application programming
Thorough understanding of agile methods and practices
Experience with Entity framework and LINQ
Understanding of asynchronous and parallel programming techniques
Understanding of Microsoft Windows Workflow, Microsoft Visual Studio 2013 or newer, Microsoft TFS, Microsoft Windows Presentation Foundation (WPF)
Web Services or Service Oriented Architecture (SOA)
Familiarity with source control (e.g. TFS, GIT, SVN)
Willingness to travel up to 35% of the time on short notice, including international travel

TGW is an Equal Opportunity Employer.",4.1,"Tgw Systems Inc
4.1","Grand Rapids, MI",-1,1001 to 5000 Employees,1969,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD),-1
57,Software Engineer,-1,"Software Engineer

Investors Title Insurance Company

Morrisville, NC

***This is not a remote position***

Our team is building technology solutions that support current organizational operations, as well as developing state of the art systems that will provide the company a competitive advantage in the market place. Our products support our organization, as well as distributed partners that continue to drive our business.

In order for a candidate to be successful, you must be passionate about quality, highly self-motivated, committed to timely delivery of quality products and want to be part of an organization committed to continual improvement.

JOB QUALIFICATIONS AND REQUIREMENTS

ESSENTIAL:
Education: Bachelor of Science in related engineering or computer science discipline or equivalent experience.
4+ years of experience (multiple positions at multiple skill levels) working with database and/or reports work. SSRS and SQL Server experience preferred. ETL experience a plus. Must be able to maintain existing work as well as built out new functionality.
2+ years of experience constructing complex component and web-based applications, preferably but not limited to Microsoft .NET technologies.
As a software engineer:
You have proven proficiency in software engineering and have a track record of successful product delivery.
You must have worked closely with all stakeholders on feature priorization, planning production schedules and accurately estimating development work effort. You are comfortable and accountable for adhering to these established priorities and schedules.
You have successfully supported “today’s application” that is paying the bills, while at the same time worked on the next generation product that meets the organization’s strategic plans.
Skills: Undertakes detailed design and development work; excellent communication and organization skills; strong problem solving skills; Self-motivated and tenacious when tackling tough technical issues. Actively believes in and practices software engineering activities even when the near term costs are highly visible and the long term benefits are difficult to measure.
Knowledge: Solid knowledge of software engineering concepts and procedures. Understands Software Engineering and methodologies, and the impact of early decisions on later development stages of software projects.
DESIRED:
Proven proficiency in n-layered architectures. This means that you have designed and developed applications that separate the data layer, the business logic layer and the presentation layer.
Experience with Scrum or other agile and lean software development methodologies a plus.
Experience working in a “Continuous Build System”, such as with Team Foundation Server.
Familiarity with accounting and financial reporting applications, or insurance related field preferable.
Strong database programming and reporting skills.
Strong service-oriented (SOA) skills.
Demonstrated ability to write and utilize unit tests with minimal supervision.
Proficiency in C#, JSON, LINQ, MVC and SQL Server.
Proficiency in REST/WebAPI or similar HTTP-based technology
EXTRA CREDIT
Proficiency in ORM technologies such as NHibernate and Entity Framework.
ESSENTIAL JOB FUNCTIONS:
Delivers quality software, undertaking design, estimation, development, testing and ongoing support of new and existing features in support of Investors Title’s business operations.
Supports, utilizes and promotes agreed upon engineering department standards and processes.
Actively participates in the code review process to ensure quality deliverables.
Writes and maintains documentation (in-line and external) to describe program development, logic, coding, testing, changes, and corrections.
Works collaboratively, and communicates well with technical and non-technical colleagues and business users.
Makes unit tests and service test scripts an integral part of software delivery.
Participates in backlog grooming and requirements analysis to insure understanding of business needs. With this knowledge, assists in the translation of business requirements into design and/or vendor selection while adhering to underlying solution architecture.
Provides both high level and detailed work estimations in support of the project. Participates in the formation and development of agile processes, including planning, scrums, retrospective, and process improvement.
Keeps abreast of the latest industry trends and transfers knowledge to the team, which will assist in product and feature prioritization.
Recognized as an industry leader, Investors Title Insurance Company provides residential and commercial title insurance and innovative business solutions for our partners. The Company has been recognized with an AM Best rating of A, assigned a Financial Stability Rating of A” Unsurpassed from Demotech and a Kroll Rating of A. Working at Investors Title, you will find a dynamic and supportive culture, outstanding training and development, a variety of career paths, work/life balance, and excellent benefits.

The Company is an equal opportunity employer. As such, the Company offers equal employment opportunities without regard to race, color, religion, sex (including pregnancy), national origin, age, disability, genetic information, veteran status and other protected class characteristics.",4.2,"Investors Title Company
4.2","Morrisville, NC",-1,201 to 500 Employees,1973,Company - Public,Insurance Carriers,Insurance,$100 to $500 million (USD),-1
58,Cybersecurity Systems Engineer - Secret Clearance Required,-1,"Job Summary*
The candidate will support a variety of security and engineering activities across Cybersecurity, Risk Management, C&A or A&A, Information Assurance oversight, technical support and documentation, as specified in the DoD Instruction 8500.01 and SECNAV Instruction 5239.3B. Primarily candidates will be expected to support data gathering, accreditation package development for systems covered under DIACAP or RMF. Candidates holding a current Navy Validator endorsement may also provide validation services for specific systems and artifacts. Candidates will support laboratory device testing for impacts to performance functionality and security compliance as well as assessments of system hardening through the review of Security Technical Implementation Guides (STIG) and Security Requirements Guides (SRG). Candidates may support other system assessment events as well.
Responsibilities and Duties*
The candidate is expected to be able to perform, but is not limited to, the following activities:
Author DoD IA Accreditation artifacts
Document a system from an IA perspective using Microsoft Office including MS Word, MS Excel and MS Visio and other appropriate tools such as eMASS and VRAM.
Derive, document and/or identify system CONOPS for Mission Assurance Categorization per DoDI 8500.2.
Research and recommend logical and physical solutions that prevent, detect and correct the system to be certified and accredited.
Apply DISA Security Technical Implementation Guides (STIGs) and NSA recommendations.
Identify disagreements between as built specifications, security requirements and DoD security policies and recommend approaches to bring the system into compliance.
Author and revise system requirements and specifications to meet DoD security policies.
Perform vulnerability tests using manual techniques, Assured Compliance Assessment Solution (ACAS) and other similar and appropriate IA and security tools.
Plan, execute and document risk assessments against known vulnerabilities based upon security approaches and known hacker techniques and exploits.
Identify and perform security analysis of connectivity relationships between the subject US Naval warfare system and the equipment to which it interfaces, both physically and virtually.
ations

Candidates must be able to conduct themselves in a professional manner within office, laboratory, or operational military environments. Candidates should be able to periodically lift up to 50 lbs. for short periods of time (e.g. lifting/moving laboratory equipment).
Required knowledge and years of experience*
Five (5) years professional systems engineering experience with a DoD major platform, weapon, Command and Control (C2), or fire control systems program, with five (5) years concurrent experience as a team leader performing system engineering and mission engineering efforts that include developing requirements, top level designs and system architectures for software intensive systems. This includes experience related to the identification, analysis and resolution of complex systems engineering design issues involving platform, weapon, C2, and fire control systems for Navy/Joint warfighting capabilities.

Specialized Cyber-Security Systems Engineering Experience – Three (3) years generalized cyber-security experience in preparing and submitting documentation for obtaining Navy/DoD security A&A of major weapon systems. Two (2) years of this experience supporting engineering efforts to obtain the A&A of the weapon systems via RMF or predecessor processes. As per DoD Directive 8570, this position shall require IAM level II certification or higher. This position shall also require an IT-1 level clearance.
Education Requirements*
A Bachelor’s of Science (BS) degree from an accredited college or university in an engineering, scientific, or technical discipline, or four (4) years of a demonstrated and established knowledge base and relevant subject matter expertise relating to the qualification requirements of the position; or US Naval operational experience at the E7 level or higher.
Certifications*
Minimum of a DoD 8570.01-M IAM Level II certification (CISSP, CAP, CASP+ CE, CISM, GSLC or CCSIO) AND computing environment (e.g. Windows, Linux, Cisco, etc.) certification or training.

Job Type: Full-time

Pay: $100,000.00 - $140,000.00 per year

Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Experience:
Cyber Security: 7 years (Required)
Education:
Bachelor's (Preferred)
License:
DOD 8570 or IAM Level II (Required)
Secret Clearance (Required)
Work Remotely:
No",3.9,"Systems Technology Forum Ltd
3.9","Dahlgren, VA",-1,201 to 500 Employees,2003,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
59,Bridge Engineer Senior – Lynchburg District,-1,"Are you looking for a great career that offers excellent career development opportunities, benefits and work/life balance? The Virginia Department of Transportation (VDOT) is responsible for building, maintaining and operating the Commonwealth’s roads, bridges and tunnels. Virginia has the third largest state-maintained highway system in the country, covering over 58,000 miles of roadway. With over 7,000 employees, VDOT is one of the largest state agencies in the Commonwealth and best transportation agencies in the country with opportunities for long-term career growth.

Our office is located in the Lynchburg area of south-central Virginia, otherwise known as the “City of Seven Hills,” and within easy traveling distance of the Blue Ridge Mountains, Peaks of Otter, Appalachian Trails, and the lakefront communities of Smith Mountain Lake, a 20,600-acre lake with 500 miles of shoreline. The area is rich in history and offers easy access to a number of community, state and private colleges and universities (such as Liberty University, Lynchburg College, Virginia Tech, University of Virginia, Radford University, Longwood University, Ferrum College, etc.) and is ranked among the top 40 happiest and healthiest cities in America according to a recent Gallup poll.

VDOT’s Lynchburg Structure and Bridge section is responsible for maintaining approximately 2,000 structures. We have a Senior Bridge Engineer vacancy to fill. Successful candidate(s) will design, coordinate, and oversee the development of simple and complex engineering plans used in the construction, repair, and maintenance of highway bridges and structures using structural design/analysis software and tools. Will investigate the condition of existing structures and develop scope of work for repairs/rehabilitation. Will serve as project manager for new bridge designs and bridge rehab projects, as well as provide technical guidance on structural design issues from the preliminary engineering process through construction. This position will oversee the work of other engineers, signing and sealing their plans. Successful candidate(s) may also become an immediate supervisor to one or more entry-level to senior engineers. VDOT will fill multiple vacancies from this recruitment and may fill positions in the Architect Engineer I role if necessary (hiring range $62,726-$80,000, EIT/PE preferred). Additional positions may be filled from this applicant pool within 90 days of the closing date.

VDOT may offer relocation assistance to successful candidates who qualify, as well as sign-on bonus opportunities.

VDOT employees have Shared Values and a Code of Ethics.
http://www.virginiadot.org/about/missionandvalues.asp
We encourage all those who apply to review these values and ethics. If you share our values, we invite you to apply. Your success in our organization depends upon sharing these values and keeping this Code of Ethics.
In addition to a rewarding work experience, VDOT offers excellent benefits including competitive health and life insurance programs, pre-tax spending accounts, state funded Short and Long Term Disability Program, a state retirement plan with options for tax-deferred retirement savings including employer matching,. Miscellaneous benefits include paid holidays, tuition assistance, wellness programs, etc. Click Here for additional information.

Minimum Qualifications

Knowledge of civil engineering principles and practices related to structural engineering to include bridge nomenclature, structural analysis, reinforced and pre-stressed concrete design, steel design, soil mechanics, design procedures, drafting techniques, plan preparation and quantity/cost estimation. Demonstrated ability to design bridge structure components, read and interpret plans and specifications, and prepare preliminary sketches of bridge structure components. Ability to communicate effectively both orally and in writing and coordinate activities with others. Skill in the use of computers, structural design and analysis software, and drawing tools to develop structural designs for simple and complex structures. Must be a registered Professional Engineer (PE) with the ability to obtain a Virginia PE license within 6 months of employment.

Preferred Qualifications

Considerable experience in bridge design engineering, repair, and rehabilitation and managing projects and/or consultant contracts. Experience performing structural analysis and ratings of existing bridge structures. Practical application of AASHTO LRFD Bridge Design Specifications and bridge design experience governed by the specification. BS in Civil Engineering or related field preferred; equivalent experience or training may substitute for degree. Experience using MS Office and Microstation design software.

Special Requirements

Valid driver’s license. References, work history, and professional certifications will be verified. Requires satisfactory results from a fingerprint-based criminal history record check and DMV driving record check. Position may be required to work during emergencies and inclement weather on nights, weekends, and holidays when needed.

Special Instructions to Applicants

State applications will only be accepted as submitted online by 11:59 pm on the closing date through the Recruitment Management System (RMS). State applications submitted via email, postal mail, fax, or in person will not be considered.

This website will provide a confirmation of receipt when the application is submitted successfully. Please refer to “Your Application” in your RMS Account to check the status of your application for this position.

The Virginia Department of Transportation (VDOT) is an Equal Opportunity Employer by both policy and practice. For more information about our employment practices, please visit “Information for VDOT Employees and Applicants”: http://www.virginiadot.org/jobs/information_for_employees.asp

Name Roxanna Benedikter
Phone 434-856-8326
Fax
Email
Address",3.8,"Virginia Dept of Transportation
3.8","Lynchburg, VA",-1,5001 to 10000 Employees,1906,Government,State & Regional Agencies,Government,$5 to $10 billion (USD),-1
